track_id	gt_bpm	det_bpm	det_conf	ioi_bpm	ioi_conf	comb_bpm	comb_conf	ac_bpm	ac_conf	lowac_bpm	lowac_conf	hopf_bpm	hopf_conf	spec_bpm	spec_conf	crest_db	transient_density	tempo_stability	d_low	d_high	machine_timed	drumless	duration_s	n_onsets	pc_det	pc_half	pc_double	pc_triple	es_det	es_half	es_double	es_triple	me_det	me_half	me_double	me_triple	io_det	io_half	io_double	io_triple	label
Albums-Ballroom_Classics4-20	204	101.32	0.6213	199.75	0.0377	67.50	0.4802	102.18	0.8742	102.00	0.9492	101.50	0.1514	169.18	0.5580	14.30	6.76	0.0000	5.57	4.22	0	0	31.79	215	0.0721	0.0373	0.3038	0.1008	0.5370	0.3704	0.6852	0.3457	0.3710	0.1373	0.7957	0.4725	0.5280	0.1262	0.6822	0.6402	2
Albums-Ballroom_Magic-15	208	103.79	0.6869	103.25	0.0234	60.00	0.4204	106.01	0.9937	105.94	1.0000	103.00	0.2013	101.48	0.8369	16.26	6.39	0.0000	5.42	5.03	0	0	30.05	192	0.1251	0.0439	0.4185	0.1108	0.6538	0.1538	0.7885	0.5577	0.4495	0.0355	0.7651	0.5509	0.5707	0.1780	0.6754	0.6283	2
Albums-Ballroom_Magic-16	204	101.9	0.5420	199.75	0.0268	179.50	0.3194	102.48	0.9663	101.58	0.9985	102.50	0.0967	103.02	0.7938	16.74	7.09	0.0000	6.46	4.76	0	0	30.05	213	0.0639	0.0368	0.2051	0.0083	0.6731	0.4231	0.6019	0.4221	0.7205	0.3249	0.5586	0.4217	0.6132	0.0991	0.7264	0.6274	2
Albums-Ballroom_Magic-17	200	99.7	0.7088	187.23	0.0349	99.50	0.4557	99.68	0.6136	99.96	0.8563	100.00	0.1192	99.17	0.7712	15.00	7.96	0.1251	5.71	5.11	0	0	30.14	240	0.0816	0.0429	0.3007	0.0903	0.5686	0.3077	0.8614	0.6093	0.3806	0.4549	0.8209	0.4650	0.4017	0.0628	0.6444	0.6946	2
Albums-Chrisanne1-12	200	99.76	0.3754	199.75	0.0247	102.50	0.3589	200.00	0.5745	188.46	0.5688	100.50	0.1101	199.22	0.6743	17.93	8.29	0.0000	6.73	4.71	0	0	30.14	250	0.0348	0.0189	0.1635	0.0562	0.3922	0.3077	0.5248	0.4570	0.5681	0.3549	0.5475	0.4915	0.3695	0.0281	0.6305	0.7229	2
Albums-Chrisanne1-13	200	148.96	0.3796	103.25	0.0248	147.00	0.3343	200.00	0.6121	100.89	0.9776	72.50	0.0738	103.44	0.6100	14.15	9.12	0.0000	6.54	5.14	0	0	30.14	275	0.0618	0.0207	0.0089	0.0632	0.5733	0.4474	0.4533	0.5022	0.5097	0.5769	0.5476	0.5165	0.4343	0.1533	0.7080	0.8504	-1
Albums-Chrisanne1-14	200	174.95	0.2699	176.25	0.0274	120.00	0.2397	184.61	0.1916	102.45	0.5517	63.00	0.0718	126.30	0.6891	15.18	9.36	0.0000	6.87	5.04	0	0	30.14	282	0.0257	0.0303	0.0775	0.0293	0.4659	0.5682	0.5170	0.5227	0.5139	0.5524	0.4599	0.4487	0.6121	0.2064	0.7260	0.8399	-1
Albums-Chrisanne2-11	200	196.09	0.3399	193.49	0.0291	100.00	0.3088	190.57	0.5630	100.41	0.5095	100.50	0.0825	199.22	0.6319	13.81	9.49	0.0000	7.36	5.24	0	0	30.14	286	0.0233	0.0444	0.0625	0.0749	0.5960	0.4600	0.5758	0.5270	0.4736	0.4993	0.4902	0.5605	0.6351	0.2667	0.7614	0.8351	0
Albums-Chrisanne2-12	204	101.86	0.6964	187.15	0.0195	102.50	0.5208	101.93	0.9870	102.15	0.9889	102.50	0.0802	179.11	0.7359	16.32	7.59	0.0000	6.46	4.69	0	0	30.05	228	0.1069	0.0349	0.3340	0.1508	0.8654	0.8846	0.8738	0.4805	0.6038	0.6026	0.7552	0.5157	0.4449	0.0793	0.6344	0.7357	2
Albums-Chrisanne3-13	204	102.29	0.5063	166.51	0.0154	97.00	0.3033	102.53	0.6617	101.97	0.9608	101.00	0.1080	98.19	0.6438	16.47	8.43	0.0000	7.33	4.78	0	0	30.14	254	0.0370	0.0435	0.0510	0.0596	0.4423	0.4231	0.4369	0.5419	0.4633	0.5494	0.4457	0.5786	0.3992	0.0514	0.6245	0.7549	2
Albums-Chrisanne3-14	200	100.62	0.5829	193.50	0.0179	66.00	0.3755	102.09	0.9798	200.00	0.5453	99.50	0.1383	199.22	0.7687	12.76	9.02	0.0000	7.13	4.81	0	0	30.14	272	0.0220	0.0230	0.1374	0.0303	0.5490	0.4231	0.6078	0.5132	0.5939	0.4132	0.6046	0.4286	0.3579	0.0406	0.6531	0.7528	2
Albums-Chrisanne3-15	204	103.46	0.5233	176.25	0.0201	66.50	0.4055	105.41	0.8283	105.53	0.9965	99.50	0.0721	102.62	0.5925	21.13	8.49	0.0000	6.30	5.14	0	0	30.14	256	0.0233	0.0452	0.0091	0.0547	0.5577	0.5769	0.3846	0.4808	0.5875	0.5964	0.4708	0.5609	0.4431	0.0588	0.6706	0.6784	2
Albums-Step_By_Step-15	153	193.33	0.3907	193.51	0.0187	68.50	0.3603	99.40	0.5781	101.31	0.7927	101.50	0.1302	98.32	0.6107	16.73	7.11	0.0000	5.29	4.69	0	0	31.79	226	0.0244	0.0525	0.0566	0.0450	0.3981	0.4615	0.4244	0.4091	0.5454	0.4287	0.5641	0.4881	0.6489	0.4489	0.7244	0.7778	-1
Albums-Step_By_Step-16	153	102.37	0.4521	199.74	0.0188	86.00	0.2236	200.00	0.4645	101.43	0.9469	102.00	0.1135	102.88	0.7090	15.31	7.84	0.0000	5.93	4.63	0	0	29.35	230	0.0840	0.0294	0.3038	0.0872	0.7451	0.5385	0.6337	0.4702	0.5330	0.4356	0.6466	0.5419	0.4279	0.0699	0.5852	0.7249	-1
Albums-Step_By_Step-17	153	101.77	0.3810	166.50	0.0334	102.00	0.2654	200.00	0.6416	101.55	0.9998	102.50	0.0756	151.83	0.6877	13.95	8.71	0.0000	5.85	5.22	0	0	31.79	277	0.0729	0.0040	0.2593	0.0533	0.5185	0.4815	0.7037	0.4815	0.3838	0.3711	0.6096	0.5215	0.3370	0.0036	0.5688	0.7971	-1
Albums-Step_By_Step-18	153	102.01	0.6097	176.25	0.0128	67.50	0.4361	101.88	0.6220	102.29	0.8232	102.50	0.1665	103.36	0.7087	15.43	6.95	0.0000	5.63	4.47	0	0	31.79	221	0.0958	0.0953	0.3691	0.0735	0.5455	0.1429	0.8349	0.3620	0.6034	0.2466	0.7260	0.4892	0.5000	0.1000	0.6818	0.6909	-1
Media-100614	204	106.16	0.4899	157.75	0.0164	131.50	0.4013	105.93	0.5072	104.49	0.9400	66.00	0.0851	104.76	0.7528	16.35	6.58	0.0000	5.74	4.41	0	0	29.95	197	0.0298	0.0068	0.3079	0.0539	0.7925	0.5185	0.6226	0.3962	0.3608	0.5805	0.5731	0.3046	0.5765	0.1429	0.7143	0.6276	-1
Media-100615	204	199.92	0.5965	166.50	0.0227	64.00	0.3636	200.00	0.8765	200.00	0.5760	131.00	0.0668	195.99	0.5597	14.35	8.00	0.0000	6.81	4.73	0	0	30.23	242	0.0577	0.0180	0.1290	0.0351	0.5545	0.4902	0.5149	0.4224	0.4800	0.4568	0.4484	0.4828	0.6556	0.4523	0.7220	0.7261	0
Media-100616	204	103.81	0.4592	103.25	0.0280	69.50	0.4469	102.94	0.8138	102.97	0.9812	105.00	0.0701	104.06	0.7332	15.72	6.44	0.0000	5.54	5.04	0	0	29.95	193	0.0660	0.0174	0.3408	0.0477	0.9615	0.3077	0.8654	0.4038	0.6441	0.1206	0.8100	0.5872	0.6562	0.2031	0.7344	0.5417	2
Media-103312	200	199.85	0.4934	199.73	0.0196	66.50	0.4637	99.58	0.5382	200.00	0.5121	99.50	0.1308	199.22	0.7756	15.23	6.80	0.0000	5.60	4.66	0	0	31.79	216	0.3134	0.1033	0.3908	0.4281	0.5377	0.7170	0.5943	0.5157	0.6432	0.5978	0.7587	0.8365	0.6884	0.4233	0.6744	0.8558	0
Media-103313	204	142.77	0.4630	150.02	0.0209	68.50	0.4472	200.00	0.6472	101.03	0.9946	103.00	0.1624	140.52	0.7258	19.79	7.39	0.0000	5.98	4.00	0	0	31.79	235	0.0163	0.0290	0.0307	0.0804	0.3816	0.4474	0.4408	0.4273	0.4924	0.5748	0.5055	0.4579	0.5128	0.2479	0.6795	0.7308	-1
Media-103314	204	101.03	0.5755	199.75	0.0211	67.00	0.4590	99.27	0.5858	200.00	0.5013	101.00	0.1768	175.59	0.7227	16.13	6.29	0.0000	4.81	4.18	0	0	31.79	200	0.1107	0.0461	0.3254	0.0540	0.4074	0.3333	0.6574	0.4348	0.2313	0.1289	0.8294	0.7769	0.5578	0.1407	0.7337	0.6332	2
Media-104216	200	199.81	0.5932	187.19	0.0264	200.00	0.3961	99.96	0.4830	100.00	0.5203	100.50	0.1210	199.22	0.8422	13.37	7.64	0.0000	5.98	5.19	0	0	31.79	243	0.2831	0.0103	0.3329	0.3613	0.5943	0.8868	0.5943	0.5535	0.5928	0.7126	0.6019	0.8105	0.6818	0.4008	0.6694	0.8512	0
Media-104217	204	101.98	0.5983	107.00	0.0214	67.50	0.4557	101.92	0.9713	101.81	1.0000	101.50	0.1631	102.54	0.6319	14.20	6.45	0.0000	5.38	5.19	0	0	31.79	205	0.0408	0.0530	0.3534	0.0734	0.1818	0.5714	0.5413	0.5031	0.4102	0.7001	0.4846	0.4200	0.5931	0.1373	0.7157	0.6618	2
Media-104218	204	102	0.6353	150.05	0.0405	68.00	0.4932	101.28	0.9971	101.59	1.0000	103.00	0.1663	102.86	0.8349	14.98	7.80	0.0000	5.73	4.75	0	0	31.79	248	0.0189	0.0270	0.4548	0.0754	0.2545	0.6786	0.8440	0.3926	0.5002	0.4729	0.5896	0.5423	0.4211	0.0486	0.5709	0.8178	2
Media-104219	204	102.02	0.6383	193.49	0.0265	68.50	0.4568	200.00	0.6740	101.42	0.9910	102.50	0.1786	103.35	0.7352	15.65	6.83	0.0000	5.69	5.06	0	0	31.79	217	0.0511	0.0892	0.3371	0.0232	0.1091	0.3571	0.3853	0.5092	0.1941	0.4597	0.5118	0.6488	0.5787	0.0741	0.6944	0.7269	2
Media-104314	208	104.22	0.6519	120.00	0.0250	68.50	0.3497	102.57	1.0000	103.30	1.0000	103.50	0.1557	102.27	0.5955	14.35	8.97	0.0000	5.91	5.00	0	0	31.79	285	0.0302	0.0058	0.2965	0.1262	0.7321	0.7857	0.7658	0.5964	0.6187	0.5694	0.6453	0.5484	0.3697	0.0282	0.6092	0.7289	2
Media-104315	208	103.43	0.5893	193.50	0.0230	102.50	0.3172	103.21	0.6221	101.50	1.0000	103.50	0.0999	102.30	0.7651	15.61	10.32	0.0000	6.35	5.51	0	0	31.79	328	0.0224	0.0241	0.1367	0.0451	0.4909	0.4643	0.6455	0.5697	0.4322	0.4218	0.4954	0.4877	0.2997	0.0122	0.6636	0.8318	2
Media-104316	208	104.27	0.6025	157.75	0.0188	69.00	0.4751	103.15	1.0000	103.29	0.9891	104.50	0.1615	106.07	0.6859	16.20	6.95	0.0000	4.97	4.50	0	0	31.79	221	0.1174	0.0429	0.3494	0.0443	0.7143	0.2143	0.6937	0.4036	0.5321	0.1773	0.7651	0.4636	0.5182	0.1545	0.6682	0.6455	2
Media-104317	208	103.64	0.6269	187.19	0.0348	69.00	0.4290	102.86	1.0000	100.98	1.0000	104.50	0.0666	101.35	0.5920	15.90	8.15	0.0000	5.88	4.75	0	0	31.79	259	0.0542	0.0504	0.2832	0.0706	0.6727	0.6429	0.7455	0.4970	0.6907	0.6258	0.7242	0.4492	0.3527	0.0581	0.6473	0.7558	2
Media-104415	208	102.56	0.6201	199.75	0.0248	68.50	0.3463	104.28	0.9720	101.15	0.9890	102.50	0.1164	102.43	0.8259	13.37	9.50	0.0000	6.92	5.63	0	0	31.79	302	0.0988	0.0297	0.1269	0.0965	0.5273	0.7857	0.8165	0.4939	0.5219	0.6474	0.6786	0.4388	0.3455	0.0199	0.7010	0.7641	2
Media-104416	208	104.08	0.7004	166.50	0.0172	70.00	0.4755	105.37	0.9793	146.26	0.7740	91.50	0.0795	101.36	0.6037	18.96	7.61	0.0000	5.95	4.59	0	0	31.79	242	0.0479	0.0795	0.3084	0.0633	0.4107	0.2857	0.6937	0.4880	0.2132	0.0555	0.8645	0.6680	0.3942	0.0954	0.6058	0.6971	2
Media-104417	208	200	0.3745	199.72	0.0453	72.00	0.2542	200.00	0.8498	69.25	0.9347	156.50	0.0462	105.77	0.5984	13.98	9.41	0.0000	7.11	5.38	0	0	31.79	299	0.0079	0.0136	0.0281	0.0359	0.5000	0.4717	0.5566	0.5189	0.4161	0.5334	0.5008	0.4225	0.6812	0.3188	0.8221	0.8188	0
Media-104418	208	103.22	0.6932	187.20	0.0200	103.00	0.5747	101.95	0.9265	104.02	1.0000	103.00	0.1586	102.47	0.8047	16.27	8.24	0.0000	5.91	5.51	0	0	31.79	262	0.0209	0.0272	0.2516	0.0388	0.5091	0.7143	0.7091	0.4485	0.6682	0.4976	0.7105	0.5114	0.3908	0.0421	0.6322	0.6513	2
Media-104514	208	103.82	0.6830	103.25	0.0219	69.50	0.5358	103.23	1.0000	103.17	1.0000	105.00	0.1473	101.35	0.8222	14.74	5.54	0.0000	4.50	4.31	0	0	31.79	176	0.1052	0.0619	0.4148	0.0598	0.3214	0.1071	0.9009	0.2771	0.1233	0.0738	0.9043	0.3424	0.6571	0.3257	0.7600	0.5086	2
Media-104515	208	104.01	0.6692	199.74	0.0233	93.50	0.3381	105.71	0.9880	105.55	1.0000	105.50	0.1305	128.43	0.6052	17.03	6.80	0.0000	5.06	5.03	0	0	31.79	216	0.0436	0.0663	0.3645	0.0644	0.8214	0.2500	0.6667	0.3554	0.5662	0.0739	0.7610	0.4758	0.5209	0.1674	0.6605	0.6140	2
Media-104516	208	104.2	0.6308	130.25	0.0214	104.00	0.4249	106.15	0.9967	103.04	1.0000	104.50	0.1480	72.47	0.6048	15.88	7.80	0.0000	5.66	4.53	0	0	31.79	248	0.0250	0.0413	0.3522	0.0630	0.1607	0.1786	0.7928	0.4819	0.2595	0.2245	0.6727	0.5969	0.3846	0.0567	0.6194	0.6964	2
Media-104615	204	101.86	0.6193	199.73	0.0301	67.50	0.3160	104.20	0.9217	200.00	0.6668	103.50	0.0760	178.80	0.5390	14.84	8.53	0.0000	6.39	5.00	0	0	31.79	271	0.0389	0.0400	0.2495	0.0397	0.3148	0.2593	0.7222	0.5247	0.2255	0.2990	0.7705	0.6088	0.3852	0.0481	0.6556	0.7296	2
Media-104616	204	101.91	0.5114	187.22	0.0281	108.50	0.2441	101.93	0.9673	101.64	1.0000	101.00	0.0707	61.52	0.5039	13.27	8.78	0.0000	6.48	5.69	0	0	31.79	279	0.0597	0.0322	0.1974	0.0796	0.7963	0.4074	0.7963	0.5247	0.5261	0.5537	0.6568	0.4649	0.4173	0.0468	0.7122	0.6871	2
Media-104617	204	102.43	0.5358	176.25	0.0309	68.50	0.2942	101.34	0.8674	101.78	0.9533	103.50	0.0535	102.40	0.7010	13.32	9.69	0.0000	7.17	6.04	0	0	31.79	308	0.0260	0.0247	0.1739	0.0290	0.3818	0.4643	0.7890	0.5215	0.5745	0.3009	0.7034	0.5388	0.3616	0.0228	0.6450	0.7915	2
Media-104618	204	102.01	0.5552	187.62	0.0351	65.50	0.3242	99.25	0.7045	99.70	0.9088	153.00	0.0614	103.08	0.6541	18.48	8.93	0.0000	6.42	4.97	0	0	31.79	284	0.0379	0.0125	0.0943	0.1320	0.6545	0.6071	0.6422	0.5767	0.5867	0.3073	0.6560	0.5694	0.3534	0.0177	0.7314	0.7845	2
Media-104716	200	126.52	0.3540	193.50	0.0206	128.50	0.2800	200.00	0.5430	99.48	0.6118	102.50	0.0735	98.19	0.6261	15.44	7.90	0.0000	5.44	4.69	0	0	31.79	251	0.0182	0.0064	0.0173	0.0154	0.5147	0.3824	0.3778	0.4257	0.5283	0.5801	0.5429	0.5714	0.5520	0.1360	0.7320	0.7760	-1
Media-104717	208	104.48	0.5260	130.25	0.0179	69.50	0.4088	105.82	0.8803	108.03	0.9347	104.50	0.1677	146.59	0.5432	16.10	7.83	0.0000	6.45	4.40	0	0	31.79	249	0.0362	0.0332	0.2291	0.0370	0.5714	0.3214	0.8198	0.4251	0.6178	0.3338	0.7402	0.4882	0.4073	0.0605	0.6452	0.6935	2
Media-104718	208	197.92	0.5059	187.14	0.0388	69.50	0.4603	200.00	0.6896	101.99	1.0000	104.50	0.1460	67.89	0.6560	17.82	8.65	0.0000	5.95	5.79	0	0	31.79	275	0.0335	0.0174	0.0344	0.0437	0.5714	0.6604	0.4857	0.4730	0.5381	0.6518	0.5786	0.5027	0.7190	0.3212	0.7409	0.7993	-1
Media-104815	204	101.74	0.6673	193.50	0.0165	102.00	0.5163	101.20	0.9165	101.18	1.0000	103.00	0.1490	102.56	0.8310	15.68	5.91	0.0000	4.78	4.00	0	0	31.79	188	0.0599	0.0906	0.4374	0.0151	0.5926	0.5926	0.6296	0.3519	0.5147	0.4567	0.6516	0.5052	0.5134	0.1872	0.6096	0.5508	2
Media-104816	208	104.36	0.7404	199.75	0.0227	69.50	0.5395	105.80	1.0000	106.14	1.0000	105.00	0.1573	106.53	0.8184	19.04	7.30	0.0000	5.98	4.97	0	0	31.79	232	0.0109	0.0135	0.2246	0.0443	0.2857	0.5357	0.7027	0.4337	0.3362	0.6090	0.8885	0.6475	0.4892	0.1255	0.7359	0.7143	2
Media-104915	204	102.26	0.5366	166.50	0.0245	119.00	0.2438	101.21	0.9029	101.97	0.8016	102.00	0.0977	102.51	0.7064	18.50	8.27	0.0000	6.04	5.13	0	0	31.79	263	0.0292	0.0226	0.1366	0.0087	0.5818	0.6429	0.2844	0.5031	0.6275	0.6005	0.4786	0.5899	0.4351	0.0534	0.6908	0.7443	2
Media-104916	204	101.94	0.6213	199.74	0.0186	68.50	0.4295	101.35	0.9917	101.45	1.0000	100.50	0.0710	84.99	0.5186	16.70	7.46	0.0000	5.57	4.66	0	0	31.79	237	0.0227	0.0367	0.2960	0.0925	0.4000	0.3214	0.8349	0.4969	0.2737	0.4374	0.8321	0.5502	0.4831	0.0975	0.6822	0.6610	2
Media-104917	204	199.45	0.4324	187.21	0.0250	66.50	0.2850	200.00	0.6082	99.49	0.6140	101.50	0.1096	96.14	0.5570	14.70	8.90	0.0000	6.01	5.32	0	0	31.79	283	0.0921	0.0099	0.0101	0.0301	0.5377	0.5094	0.5000	0.4717	0.5371	0.4341	0.3714	0.5199	0.6773	0.2943	0.7730	0.8191	0
Media-104918	204	200	0.4921	176.25	0.0309	61.50	0.2911	200.00	0.5422	99.73	0.9092	101.00	0.1143	98.86	0.6860	15.85	8.43	0.0000	6.20	4.69	0	0	31.79	268	0.0683	0.0611	0.0575	0.0203	0.4528	0.5472	0.4764	0.4686	0.4750	0.4225	0.5998	0.4084	0.6367	0.4007	0.7528	0.8052	0
Media-105016	200	200	0.5558	157.75	0.0267	200.00	0.4846	200.00	0.5050	200.00	0.5129	100.50	0.1688	99.25	0.6657	14.18	8.15	0.0000	5.82	5.06	0	0	31.79	259	0.1648	0.0856	0.3217	0.1643	0.5094	0.4340	0.6368	0.4906	0.7485	0.3925	0.6225	0.6555	0.6899	0.4109	0.7597	0.8450	0
Media-105017	204	102.93	0.6235	199.75	0.0276	102.50	0.4455	101.26	0.9827	200.00	0.5648	102.50	0.1656	125.40	0.5613	14.28	7.96	0.0000	5.73	4.31	0	0	31.79	253	0.0484	0.0395	0.2563	0.0761	0.5273	0.4643	0.6727	0.4939	0.3217	0.6270	0.6311	0.5863	0.3889	0.0714	0.6190	0.7063	2
Media-105018	200	197.86	0.6181	187.24	0.0212	67.50	0.2527	200.00	0.5714	99.85	0.4902	99.50	0.1177	199.22	0.7540	14.96	8.46	0.0000	5.95	5.10	0	0	31.79	269	0.1204	0.0257	0.0617	0.0664	0.6000	0.4340	0.5095	0.4667	0.5136	0.4203	0.5834	0.4798	0.6306	0.3321	0.7388	0.8284	0
Media-105019	204	102.12	0.6850	187.18	0.0249	68.00	0.5298	101.38	0.9262	101.67	1.0000	101.00	0.0900	103.09	0.8262	15.80	7.77	0.0000	5.41	4.97	0	0	31.79	247	0.0618	0.0696	0.3167	0.0663	0.5455	0.1071	0.6789	0.5399	0.3000	0.2039	0.7498	0.4421	0.4634	0.0772	0.6504	0.6951	2
Media-105020	204	102.62	0.7407	187.23	0.0313	61.50	0.2439	104.24	0.8776	104.11	0.9934	101.50	0.1344	102.94	0.8334	15.36	8.08	0.0000	5.82	4.50	0	0	31.79	257	0.0148	0.0256	0.3261	0.1029	0.8545	0.5357	0.7798	0.4512	0.6118	0.5187	0.8112	0.5128	0.3867	0.0508	0.6055	0.7500	2
Media-105119	204	102.11	0.6366	187.61	0.0332	104.00	0.2760	101.72	0.8102	99.24	0.7667	101.50	0.1170	75.98	0.7391	14.12	8.15	0.0000	4.94	4.56	0	0	31.79	259	0.0231	0.0141	0.2544	0.0221	0.3455	0.5357	0.7064	0.4601	0.3596	0.5118	0.7146	0.5871	0.3643	0.0581	0.6357	0.7403	2
Media-105120	204	101.88	0.7031	142.75	0.0202	100.50	0.4072	101.90	0.9545	101.82	0.9896	101.00	0.1403	196.18	0.6511	14.21	6.98	0.0000	5.35	4.53	0	0	31.79	222	0.1536	0.0488	0.2781	0.1155	0.5000	0.3704	0.5370	0.5000	0.5831	0.3092	0.7586	0.6894	0.5023	0.0498	0.6335	0.6878	2
Media-105121	200	67.71	0.3904	176.25	0.0234	67.50	0.4793	200.00	0.4270	102.55	0.8885	102.00	0.1267	199.22	0.5944	14.02	9.22	0.0000	6.45	5.60	0	0	31.79	293	0.0253	0.0135	0.0275	0.1337	0.4722	0.4444	0.5972	0.5648	0.6175	0.3976	0.7010	0.6357	0.0959	0.0000	0.4589	0.7089	3
Media-105122	208	102.87	0.4352	176.25	0.0510	71.50	0.3696	99.54	0.6548	105.69	0.6813	108.00	0.0522	105.79	0.6647	13.01	9.94	0.0000	7.30	5.13	0	0	31.79	316	0.0308	0.0276	0.0727	0.0373	0.6545	0.5714	0.6545	0.5793	0.5346	0.4300	0.5474	0.4848	0.3143	0.0095	0.6857	0.7937	2
Media-105207	219	107.23	0.6233	107.00	0.0216	71.00	0.3792	107.56	1.0000	106.56	1.0000	107.00	0.1785	104.34	0.6070	16.67	6.90	0.0000	5.50	4.82	0	0	30.72	212	0.1089	0.0339	0.3275	0.0499	0.2364	0.3214	0.7364	0.4182	0.1901	0.1959	0.8164	0.3452	0.5924	0.1943	0.7156	0.6303	2
Media-105313	200	100.09	0.5593	142.75	0.0263	199.50	0.3792	99.61	0.9125	99.81	0.9078	155.50	0.0694	98.63	0.7332	14.37	9.28	0.0000	6.29	5.44	0	0	31.79	295	0.0481	0.0043	0.2962	0.0945	0.4074	0.3704	0.8598	0.5312	0.5560	0.3786	0.7062	0.6544	0.3367	0.0340	0.6497	0.7789	2
Media-105314	200	100.31	0.4968	166.50	0.0253	176.50	0.2554	99.69	0.5049	200.00	0.5538	99.50	0.1275	199.22	0.6575	14.68	8.08	0.0000	5.60	5.22	0	0	31.79	257	0.0200	0.0152	0.2563	0.0768	0.2778	0.4074	0.5981	0.5062	0.1643	0.5466	0.5900	0.5105	0.4102	0.0430	0.6367	0.7539	2
Media-105315	204	102.88	0.6453	193.50	0.0301	68.00	0.4771	101.19	0.9884	101.24	0.9994	102.50	0.1605	102.95	0.7812	15.04	7.27	0.0000	4.78	4.28	0	0	31.79	231	0.1155	0.0739	0.2223	0.0296	0.5818	0.5357	0.5091	0.3902	0.5132	0.5732	0.6301	0.5132	0.4304	0.0826	0.6348	0.7217	2
Media-105320	208	103.93	0.6346	166.51	0.0214	69.00	0.4148	103.07	1.0000	102.64	0.9881	103.50	0.1368	98.76	0.4842	14.17	7.83	0.0000	5.00	4.88	0	0	31.79	249	0.0333	0.0258	0.2963	0.1178	0.4107	0.4286	0.7658	0.4639	0.3217	0.2971	0.7257	0.4689	0.4355	0.0968	0.6734	0.7016	2
Media-105516	200	199.84	0.4436	199.74	0.0320	199.50	0.3958	200.00	0.6195	200.00	0.6051	100.00	0.1168	149.08	0.7887	12.87	7.83	0.0000	6.32	5.69	0	0	31.79	249	0.1367	0.0100	0.5070	0.3094	0.1981	0.9057	0.8019	0.5566	0.3729	0.6882	0.7566	0.7049	0.7823	0.4960	0.7782	0.7621	0
Media-105517	200	199.94	0.4901	187.21	0.0289	67.00	0.3665	200.00	0.4810	99.86	0.5572	200.00	0.1072	199.22	0.6616	11.74	8.02	0.0000	5.76	5.35	0	0	31.79	255	0.3033	0.0841	0.3725	0.3277	0.4151	0.6981	0.6415	0.5314	0.5417	0.4028	0.6294	0.5978	0.6378	0.3858	0.7362	0.8110	0
Media-105518	200	199.98	0.5207	199.75	0.0268	118.00	0.2801	99.50	0.5690	99.65	0.5755	99.50	0.1014	199.22	0.7690	14.82	8.68	0.0000	5.88	5.38	0	0	31.79	276	0.2491	0.0366	0.2731	0.3851	0.3868	0.3774	0.6604	0.6101	0.7859	0.3227	0.7556	0.7413	0.6800	0.3200	0.7527	0.8509	0
Media-105715	204	100.91	0.5235	107.00	0.0116	67.50	0.3950	101.29	0.6680	200.00	0.5926	103.00	0.1055	146.35	0.5780	14.78	6.95	0.0000	5.73	4.28	0	0	31.79	221	0.0141	0.0385	0.0342	0.0500	0.3333	0.4074	0.4299	0.3665	0.4418	0.5788	0.5492	0.4994	0.5227	0.0864	0.6818	0.6318	2
Media-105716	200	66.89	0.5353	187.17	0.0271	200.00	0.3617	66.79	0.9465	66.80	0.9724	74.50	0.0742	99.65	0.6737	12.95	8.34	0.0000	6.54	5.44	0	0	31.79	265	0.0436	0.0232	0.0324	0.1753	0.4444	0.2778	0.5775	0.6355	0.6357	0.2919	0.4736	0.7238	0.0833	0.0038	0.5795	0.7159	3
Media-105717	204	102.18	0.3190	199.74	0.0296	68.00	0.3508	200.00	0.5549	101.53	0.9943	102.50	0.1176	152.06	0.6742	15.67	6.89	0.0000	6.04	5.06	0	0	31.79	219	0.0351	0.0536	0.2429	0.0396	0.1273	0.4286	0.5321	0.4417	0.3325	0.6115	0.4967	0.3754	0.5872	0.0872	0.6835	0.6147	2
Media-105816	204	101.65	0.6339	187.62	0.0217	60.00	0.3610	101.54	0.8535	101.28	0.9584	103.00	0.0790	179.99	0.5715	14.53	7.27	0.0000	5.60	4.84	0	0	31.79	231	0.0679	0.0450	0.2984	0.0596	0.4444	0.0741	0.6296	0.4568	0.6829	0.0647	0.7200	0.4089	0.4565	0.0783	0.6391	0.6826	2
Media-105817	204	101.93	0.6364	199.74	0.0272	103.00	0.3650	101.44	0.9929	101.39	0.9976	103.50	0.0504	102.45	0.6889	16.57	7.27	0.0000	5.10	4.44	0	0	31.79	231	0.1038	0.0115	0.3501	0.0466	0.4364	0.8214	0.7982	0.4969	0.3583	0.6786	0.8246	0.5556	0.4217	0.0739	0.6174	0.6783	2
Media-105818	204	101.95	0.6671	187.24	0.0184	68.50	0.5011	101.36	0.6953	101.62	0.9454	102.50	0.1654	102.78	0.7542	15.21	7.52	0.0000	5.35	5.13	0	0	31.79	239	0.0335	0.0267	0.2366	0.0853	0.2727	0.3214	0.8899	0.5460	0.2297	0.3001	0.8325	0.4826	0.4958	0.0756	0.6933	0.6723	2
Media-105819	204	102.07	0.6164	199.74	0.0294	103.50	0.3040	101.46	0.9679	101.64	0.9883	152.50	0.0686	103.34	0.5271	13.44	6.13	0.0000	4.81	4.44	0	0	31.79	195	0.1385	0.0852	0.3769	0.0690	0.2545	0.1786	0.7248	0.5153	0.6321	0.1963	0.8528	0.6976	0.5619	0.1959	0.7010	0.6134	2
