track_id	dataset	gt_bpm	det_bpm	label	sub_bass_ratio	spectral_flatness	attack_rise_time	mfcc_variance	contrast_variance
3754674.LOFI	GS	140.0	140.24	0	0.416279	0.129009	8.0000	1578.0123	11.8445
3766995.LOFI	GS	95.0	126.69	-1	0.623451	0.012240	8.0000	398.4585	16.9268
3783220.LOFI	GS	150.0	147.54	0	0.335489	0.082869	8.0000	189.1642	10.5434
3787878.LOFI	GS	132.0	119.74	-1	0.816629	0.005721	8.0000	780.8438	11.6384
3789981.LOFI	GS	80.0	173.12	-1	0.547563	0.012996	8.0000	649.5245	19.1010
3790342.LOFI	GS	175.0	175.17	0	0.374345	0.099074	8.0000	1003.2683	20.0429
3792954.LOFI	GS	95.9	127.75	-1	0.414448	0.043556	8.0000	345.3657	14.7386
3801596.LOFI	GS	140.0	66.7	-1	0.590914	0.030622	8.0000	919.7023	17.6062
3807114.LOFI	GS	125.0	123.89	0	0.459671	0.002069	8.0000	565.8544	21.2159
3809763.LOFI	GS	148.0	147.62	0	0.564916	0.030850	8.0000	380.2955	14.1810
3813277.LOFI	GS	110.0	146.57	-1	0.360659	0.040891	8.0000	312.6344	15.2271
3818797.LOFI	GS	132.0	139.06	-1	0.211569	0.024200	8.0000	941.2069	19.0806
3819089.LOFI	GS	173.0	173.65	0	0.745594	0.003573	8.0000	781.6437	24.0887
3824612.LOFI	GS	126.0	189.76	-1	0.432003	0.011927	8.0000	471.9455	14.2996
3828895.LOFI	GS	148.0	147.38	0	0.520749	0.027778	8.0000	486.8353	13.3758
3829043.LOFI	GS	85.0	168.47	1	0.776562	0.002403	8.0000	399.9943	14.5331
3835017.LOFI	GS	175.0	174.97	0	0.389941	0.070536	8.0000	182.1368	11.2571
3853293.LOFI	GS	140.0	140.09	0	0.439045	0.040099	8.0000	343.9321	11.1260
3853477.LOFI	GS	140.0	140.15	0	0.677146	0.025923	8.0000	598.3345	15.2564
3863423.LOFI	GS	140.0	140.22	0	0.489333	0.050097	8.0000	624.0428	14.2181
3863498.LOFI	GS	75.0	148.18	1	0.653333	0.014205	8.0000	1170.3849	19.4428
3865706.LOFI	GS	140.0	140.15	0	0.622424	0.051015	8.0000	606.7462	16.7540
3871968.LOFI	GS	172.0	173.17	0	0.359551	0.053218	8.0000	511.0804	10.6808
3873406.LOFI	GS	128.0	119.75	-1	0.530355	0.008543	8.0000	386.9489	20.2276
3873575.LOFI	GS	175.0	174.97	0	0.535378	0.066757	8.0000	955.3305	15.8753
3875632.LOFI	GS	140.0	140.11	0	0.764807	0.041649	8.0000	772.3944	21.6123
3875836.LOFI	GS	172.5	172.95	0	0.252552	0.072282	8.0000	740.7522	21.0782
3877057.LOFI	GS	160.0	160.03	0	0.415680	0.004777	8.0000	605.2686	18.6129
3879813.LOFI	GS	140.0	141.88	0	0.633378	0.004041	8.0000	539.9047	17.4838
3883083.LOFI	GS	126.0	126.05	0	0.500355	0.027002	8.0000	593.2416	18.5696
3883902.LOFI	GS	126.0	126.05	0	0.558367	0.003684	8.0000	543.2900	14.2147
3886051.LOFI	GS	140.0	140.08	0	0.373484	0.043410	8.0000	382.3932	14.9241
3886124.LOFI	GS	87.0	174.54	1	0.488227	0.033687	8.0000	395.3657	12.9634
3889689.LOFI	GS	128.0	175.16	-1	0.513413	0.010764	8.0000	2261.8562	32.0972
3892740.LOFI	GS	128.0	127.98	0	0.505460	0.033586	8.0000	452.1939	15.0294
3902915.LOFI	GS	128.0	177.29	-1	0.868874	0.000237	8.0000	1938.1219	23.2734
3907042.LOFI	GS	170.0	169.44	0	0.300212	0.036486	8.0000	639.3138	16.2151
3914630.LOFI	GS	172.0	173.65	0	0.864132	0.000337	8.0000	814.3588	20.6803
3920460.LOFI	GS	180.0	135.34	-1	0.597577	0.009224	8.0000	411.2112	14.1875
3928924.LOFI	GS	126.0	128.9	0	0.447417	0.015716	8.0000	526.4755	17.0056
3942754.LOFI	GS	148.0	147.84	0	0.390422	0.031897	8.0000	1114.2795	19.3888
3958395.LOFI	GS	135.0	135.03	0	0.493535	0.001586	8.0000	1086.1931	25.3929
3961040.LOFI	GS	126.0	125.99	0	0.622221	0.012135	8.0000	439.2508	11.5435
3961797.LOFI	GS	124.0	123.99	0	0.583272	0.007210	8.0000	418.4085	11.2173
3962200.LOFI	GS	120.0	120.0	0	0.517102	0.006871	8.0000	480.5862	14.8642
3964688.LOFI	GS	124.0	138.32	-1	0.797891	0.000004	8.0000	1234.4833	22.2522
3970827.LOFI	GS	180.0	173.38	0	0.726166	0.004508	8.0000	1071.0487	16.1736
3980001.LOFI	GS	53.0	166.03	-1	0.592254	0.001833	8.0000	1096.3281	17.4111
3981797.LOFI	GS	128.0	126.98	0	0.621362	0.003465	8.0000	1385.6138	18.5224
3983645.LOFI	GS	110.0	146.7	-1	0.432980	0.025501	8.0000	409.0447	14.8686
3983646.LOFI	GS	140.0	139.84	0	0.376055	0.048721	8.0000	596.3214	18.7380
400259.LOFI	GS	173.0	173.41	0	0.569316	0.040890	8.0000	544.0162	10.9059
4004314.LOFI	GS	80.0	64.02	-1	0.674628	0.020668	8.0000	1358.6066	14.8669
4004668.LOFI	GS	128.0	170.51	-1	0.356008	0.014012	8.0000	422.0345	15.5548
4005630.LOFI	GS	150.0	100.07	-1	0.496506	0.018879	8.0000	924.1017	16.5283
4006551.LOFI	GS	144.0	144.03	0	0.777625	0.008474	8.0000	1410.1340	22.1592
4012083.LOFI	GS	167.0	166.68	0	0.406288	0.009885	8.0000	586.4388	16.3892
4014747.LOFI	GS	125.0	120.03	0	0.715491	0.006696	8.0000	374.5842	14.4029
4014749.LOFI	GS	125.0	120.72	0	0.864519	0.005417	8.0000	534.1837	14.6266
4017608.LOFI	GS	101.0	200.0	1	0.431166	0.005803	8.0000	550.0425	18.4197
4017611.LOFI	GS	73.0	146.37	1	0.300133	0.007146	8.0000	1042.6340	27.7171
4017781.LOFI	GS	126.0	126.0	0	0.436246	0.015901	8.0000	458.5879	16.1262
4017892.LOFI	GS	124.0	124.05	0	0.879145	0.001823	8.0000	988.9001	18.3341
4017909.LOFI	GS	112.0	112.02	0	0.534498	0.002049	8.0000	833.6964	23.5998
4018082.LOFI	GS	122.0	122.07	0	0.686864	0.017253	8.0000	1002.2659	20.7015
4018083.LOFI	GS	123.0	122.55	0	0.857013	0.008653	8.0000	573.6617	13.6759
4018084.LOFI	GS	122.0	121.96	0	0.749656	0.005041	8.0000	136.0582	11.6981
4018085.LOFI	GS	122.0	122.03	0	0.813606	0.016441	8.0000	857.5890	13.2110
4018247.LOFI	GS	95.0	63.36	-1	0.324185	0.001417	8.0000	732.8564	21.5331
4020698.LOFI	GS	140.0	140.15	0	0.557227	0.048334	8.0000	824.1671	16.4219
4029289.LOFI	GS	87.5	175.12	1	0.517349	0.018234	8.0000	1268.1439	16.7477
4029970.LOFI	GS	143.55	142.43	0	0.225988	0.003923	8.0000	740.1691	20.2005
4031300.LOFI	GS	123.0	126.01	0	0.705110	0.000294	8.0000	1299.7877	17.9826
4032006.LOFI	GS	145.0	127.99	-1	0.628791	0.020316	8.0000	437.3326	11.7028
4033240.LOFI	GS	145.0	70.0	2	0.324062	0.055179	8.0000	297.4100	13.6943
4035020.LOFI	GS	123.0	122.97	0	0.560327	0.033908	8.0000	298.0664	11.3211
4038987.LOFI	GS	140.0	140.04	0	0.559108	0.010112	8.0000	425.5206	11.7694
4043892.LOFI	GS	175.0	185.11	-1	0.594157	0.011534	8.0000	281.2590	16.5961
4044590.LOFI	GS	100.0	100.0	0	0.589429	0.003543	8.0000	516.7100	17.9477
4044591.LOFI	GS	158.0	120.27	-1	0.633912	0.004964	8.0000	1005.0191	19.2677
4045981.LOFI	GS	127.0	126.01	0	0.367966	0.009826	8.0000	619.2808	16.9326
4047428.LOFI	GS	128.0	125.98	0	0.524788	0.007820	8.0000	1215.7430	13.5874
4067151.LOFI	GS	140.0	69.96	2	0.309504	0.045491	8.0000	110.4435	9.8348
4071447.LOFI	GS	140.0	140.13	0	0.390657	0.011805	8.0000	415.7765	15.7125
4072499.LOFI	GS	174.0	173.98	0	0.586713	0.010489	8.0000	1133.0986	16.6861
4077896.LOFI	GS	136.0	135.95	0	0.214817	0.002388	8.0000	446.2950	19.3267
4086561.LOFI	GS	174.0	173.92	0	0.425752	0.017516	8.0000	1766.9916	25.2330
4091609.LOFI	GS	80.0	159.67	1	0.149574	0.013130	9.0000	340.9801	15.0241
4093057.LOFI	GS	65.0	129.34	1	0.403842	0.022821	8.0000	494.6053	15.4843
4093135.LOFI	GS	140.0	140.0	0	0.386080	0.052939	8.0000	377.0099	11.6428
4093555.LOFI	GS	92.0	73.57	-1	0.386323	0.024350	8.0000	1075.7112	21.4201
4101363.LOFI	GS	140.0	140.01	0	0.464761	0.049428	8.0000	179.6597	11.4588
4101447.LOFI	GS	140.0	140.43	0	0.328260	0.002508	8.0000	1151.6884	29.2721
4106593.LOFI	GS	140.0	140.13	0	0.454041	0.002181	8.0000	1101.4625	27.6439
4107957.LOFI	GS	93.0	61.92	-1	0.000875	0.011992	8.0000	1604.4314	29.6532
4117487.LOFI	GS	127.0	125.94	0	0.641761	0.006611	8.0000	358.9146	12.3493
4120277.LOFI	GS	128.0	159.7	-1	0.821586	0.002361	8.0000	790.0555	18.4556
4122833.LOFI	GS	140.0	140.12	0	0.607773	0.026275	8.0000	618.4015	16.7674
4136911.LOFI	GS	76.0	152.1	1	0.794081	0.003769	8.0000	525.5001	17.3126
4140514.LOFI	GS	147.0	148.04	0	0.735186	0.004198	8.0000	809.0859	17.1772
4140702.LOFI	GS	175.0	175.02	0	0.234189	0.074150	8.0000	228.4061	11.4179
4145229.LOFI	GS	140.0	139.88	0	0.289582	0.054921	8.0000	457.4618	10.9274
4149743.LOFI	GS	87.5	174.98	1	0.472723	0.039369	8.0000	434.0838	15.7756
4149811.LOFI	GS	140.0	139.77	0	0.271798	0.008524	8.0000	849.1192	21.2285
4151958.LOFI	GS	140.0	140.11	0	0.396325	0.013628	8.0000	343.2225	18.4271
4152109.LOFI	GS	124.0	128.15	0	0.655614	0.007769	8.0000	1079.7863	17.0528
4153394.LOFI	GS	80.0	165.34	1	0.540658	0.008041	8.0000	1134.1240	18.3690
4157075.LOFI	GS	140.0	139.99	0	0.337060	0.060778	8.0000	238.0594	10.8903
4161667.LOFI	GS	105.0	104.74	0	0.165124	0.008482	8.0000	2417.1750	26.0154
4162259.LOFI	GS	133.0	133.01	0	0.372939	0.013169	8.0000	526.2673	20.8329
4162274.LOFI	GS	120.0	119.95	0	0.575122	0.007255	8.0000	874.1278	16.7782
4162405.LOFI	GS	128.0	127.97	0	0.460880	0.041676	8.0000	357.6918	17.1037
4162511.LOFI	GS	124.0	124.01	0	0.555962	0.075578	8.0000	798.9476	13.6056
4163571.LOFI	GS	160.0	159.99	0	0.800209	0.001356	8.0000	1160.4955	15.4140
4163572.LOFI	GS	150.0	150.04	0	0.863363	0.001019	8.0000	1656.2032	21.3855
4163586.LOFI	GS	140.0	140.11	0	0.356616	0.069156	8.0000	1257.2990	16.1148
4163587.LOFI	GS	126.0	125.95	0	0.339121	0.016521	8.0000	1080.6082	17.8822
4163588.LOFI	GS	90.0	180.03	1	0.402170	0.020406	8.0000	610.7823	14.8980
4166222.LOFI	GS	122.0	122.0	0	0.413721	0.011226	8.0000	482.2114	14.8067
4166612.LOFI	GS	124.0	123.99	0	0.510734	0.013207	8.0000	336.9213	11.4798
4172572.LOFI	GS	87.0	174.25	1	0.490322	0.010321	8.0000	608.9430	14.6333
4186191.LOFI	GS	126.0	62.97	2	0.717075	0.000737	9.0000	576.5515	13.2713
4191591.LOFI	GS	138.0	139.73	0	0.390908	0.049717	8.0000	134.2635	10.6721
4192452.LOFI	GS	174.0	174.02	0	0.332149	0.046069	8.0000	390.0895	13.2969
4193623.LOFI	GS	92.0	129.81	-1	0.521726	0.005674	8.0000	826.6039	18.3548
4207348.LOFI	GS	128.0	125.99	0	0.707227	0.050696	8.0000	974.7692	16.4662
4214761.LOFI	GS	123.0	122.93	0	0.446934	0.015206	8.0000	281.6148	12.4677
4216184.LOFI	GS	140.0	140.15	0	0.437671	0.055022	8.0000	215.5339	11.7275
4218466.LOFI	GS	115.0	174.93	-1	0.620082	0.031722	8.0000	391.8333	13.7316
4226166.LOFI	GS	178.0	178.28	0	0.666300	0.025577	8.0000	423.8315	13.5967
4226227.LOFI	GS	140.0	137.43	0	0.488515	0.010190	8.0000	836.8157	15.4310
4226434.LOFI	GS	140.0	140.34	0	0.372046	0.060678	8.0000	372.0437	11.8351
4231951.LOFI	GS	140.0	140.1	0	0.689981	0.014765	8.0000	721.9072	16.6850
4233696.LOFI	GS	120.0	150.42	-1	0.471569	0.001122	8.0000	1338.9631	18.2852
4235798.LOFI	GS	140.0	140.17	0	0.446515	0.029725	8.0000	263.3409	13.5119
4237913.LOFI	GS	125.0	156.65	-1	0.091664	0.001070	8.0000	407.2769	15.2509
4264210.LOFI	GS	82.0	123.08	-1	0.760716	0.002530	8.0000	1132.8657	20.9618
4264359.LOFI	GS	85.0	169.44	1	0.495489	0.000626	8.0000	390.6902	16.9919
4265125.LOFI	GS	175.0	175.47	0	0.737245	0.006060	8.0000	1174.3065	17.7745
426992.LOFI	GS	83.5	167.18	1	0.030852	0.022312	8.0000	566.9558	27.3610
4275052.LOFI	GS	126.4	126.04	0	0.377458	0.017434	8.0000	275.5101	17.7045
4279669.LOFI	GS	82.0	163.78	1	0.515627	0.005969	8.0000	1076.1013	29.4506
4283622.LOFI	GS	128.0	126.73	0	0.503667	0.028169	8.0000	331.7736	17.0047
4283854.LOFI	GS	175.0	174.94	0	0.287853	0.032146	8.0000	733.3173	16.2395
4284345.LOFI	GS	140.0	139.64	0	0.203520	0.037169	8.0000	1040.2102	17.6456
4288893.LOFI	GS	170.0	169.74	0	0.797895	0.000949	8.0000	2099.7056	51.1336
4297277.LOFI	GS	140.0	140.16	0	0.407174	0.024862	8.0000	205.1048	10.2722
4300617.LOFI	GS	128.0	128.38	0	0.583799	0.000004	8.0000	1648.9166	51.1902
4300619.LOFI	GS	132.0	131.88	0	0.446403	0.005007	8.0000	1226.5635	22.1225
4301518.LOFI	GS	173.0	173.96	0	0.408193	0.048020	8.0000	577.2308	14.7973
4304445.LOFI	GS	190.0	178.65	-1	0.473827	0.050288	8.0000	271.9978	11.3529
4313859.LOFI	GS	87.0	173.94	1	0.378682	0.010704	8.0000	365.9425	17.8117
4315749.LOFI	GS	130.0	129.8	0	0.428273	0.084594	8.0000	211.3281	11.4975
4323506.LOFI	GS	140.0	140.15	0	0.413536	0.064579	8.0000	978.4376	12.9487
4325441.LOFI	GS	128.0	170.67	-1	0.292528	0.059889	8.0000	892.0025	13.5518
4331667.LOFI	GS	170.0	174.05	0	0.553017	0.041384	8.0000	671.5639	15.1607
4332592.LOFI	GS	133.7	176.01	-1	0.494824	0.005384	8.0000	1118.9598	18.1591
4346730.LOFI	GS	173.0	173.66	0	0.329418	0.005615	8.0000	1330.9084	17.9031
4353566.LOFI	GS	126.0	120.01	-1	0.472213	0.007224	8.0000	400.1484	10.7494
4358231.LOFI	GS	132.0	133.84	0	0.860595	0.001647	8.0000	245.4685	10.5398
4360483.LOFI	GS	174.0	173.09	0	0.473082	0.031329	8.0000	1000.1725	16.0394
4360488.LOFI	GS	174.0	174.09	0	0.288684	0.033307	8.0000	626.2050	14.4989
4365752.LOFI	GS	87.0	175.23	1	0.574195	0.057078	8.0000	371.9226	11.9282
4366506.LOFI	GS	99.0	123.85	-1	0.811254	0.005116	8.0000	650.0888	17.5850
4372309.LOFI	GS	125.0	124.03	0	0.504064	0.001859	8.0000	635.7312	18.8407
4377106.LOFI	GS	129.0	139.92	-1	0.209856	0.060506	8.0000	452.0119	12.0205
4381717.LOFI	GS	140.0	175.14	-1	0.154373	0.038769	8.0000	792.0300	21.2599
4386702.LOFI	GS	126.0	126.2	0	0.807516	0.012914	8.0000	804.7666	11.8221
4397324.LOFI	GS	174.0	173.99	0	0.261102	0.084983	8.0000	645.5306	13.4322
4397469.LOFI	GS	175.0	174.99	0	0.508510	0.018603	8.0000	573.6478	17.3424
4398117.LOFI	GS	178.0	178.03	0	0.575171	0.012468	8.0000	1115.6008	16.0752
4399289.LOFI	GS	175.0	175.0	0	0.488212	0.020605	8.0000	589.5089	19.5157
4403315.LOFI	GS	140.0	139.82	0	0.450128	0.002153	8.0000	668.3610	16.4693
4403519.LOFI	GS	126.0	126.1	0	0.684740	0.002477	8.0000	770.6046	24.8444
4404346.LOFI	GS	190.0	189.82	0	0.250117	0.064146	8.0000	265.2155	11.3692
4407745.LOFI	GS	126.0	125.98	0	0.449183	0.008446	8.0000	507.9647	22.4983
4409752.LOFI	GS	174.0	174.03	0	0.532947	0.034226	8.0000	374.9599	11.6171
4411925.LOFI	GS	175.0	174.93	0	0.379049	0.042582	8.0000	467.2192	15.0978
4416336.LOFI	GS	185.0	185.28	0	0.370984	0.031698	8.0000	205.9622	14.1345
4416506.LOFI	GS	125.0	117.81	-1	0.699638	0.000053	8.0000	1069.7969	31.9160
4416888.LOFI	GS	89.0	178.05	1	0.735770	0.012730	8.0000	781.1754	17.5970
4416962.LOFI	GS	132.0	132.78	0	0.253484	0.103529	8.0000	249.8184	12.8128
4418582.LOFI	GS	172.0	129.26	-1	0.628595	0.031671	8.0000	294.0450	10.9186
4419049.LOFI	GS	140.0	140.13	0	0.470865	0.009849	8.0000	343.1003	14.6213
4420924.LOFI	GS	140.0	138.93	0	0.067628	0.012257	8.0000	1742.5712	19.3795
4426890.LOFI	GS	105.0	105.99	0	0.665580	0.002345	8.0000	1051.9430	20.0170
4427618.LOFI	GS	122.0	121.98	0	0.588114	0.039859	8.0000	395.3914	14.8421
4442121.LOFI	GS	126.0	126.0	0	0.625778	0.006643	8.0000	427.7739	22.2803
4446908.LOFI	GS	170.0	169.1	0	0.312368	0.063242	8.0000	351.9952	12.1516
4457771.LOFI	GS	140.0	140.05	0	0.076474	0.008016	8.0000	624.4649	13.9176
4459005.LOFI	GS	172.0	173.65	0	0.406074	0.007854	8.0000	683.2014	14.1410
4459187.LOFI	GS	130.0	127.89	0	0.664679	0.010259	8.0000	676.0921	15.6506
4460536.LOFI	GS	140.0	140.15	0	0.613284	0.022720	8.0000	388.4319	15.0443
4468729.LOFI	GS	80.0	106.64	-1	0.254630	0.054274	8.0000	379.5200	14.1477
4469489.LOFI	GS	173.0	173.24	0	0.393185	0.022961	8.0000	696.5665	15.3785
4469780.LOFI	GS	147.0	147.65	0	0.485109	0.021810	8.0000	465.2803	15.1377
4471292.LOFI	GS	175.0	175.0	0	0.313423	0.075351	8.0000	304.2301	12.2338
4471702.LOFI	GS	87.5	175.06	1	0.251075	0.073739	8.0000	762.5781	14.7015
4473065.LOFI	GS	124.0	119.98	0	0.402494	0.003081	8.0000	1168.5597	23.8791
4474027.LOFI	GS	174.0	174.08	0	0.321526	0.050517	8.0000	565.7794	13.1459
4474029.LOFI	GS	174.0	130.71	-1	0.364381	0.069506	8.0000	549.8065	12.0286
4475855.LOFI	GS	140.0	140.06	0	0.509248	0.017392	8.0000	504.5135	18.7894
4480118.LOFI	GS	128.0	126.28	0	0.001433	0.002116	8.0000	1248.9585	32.9047
4480454.LOFI	GS	86.0	169.1	1	0.631324	0.037079	8.0000	414.1956	11.0092
4483708.LOFI	GS	140.0	140.15	0	0.485070	0.029278	8.0000	874.1644	14.7064
4486124.LOFI	GS	175.0	175.0	0	0.414331	0.026893	8.0000	578.1604	19.0891
4486412.LOFI	GS	140.0	140.15	0	0.529513	0.008929	8.0000	1360.5081	21.3189
4489017.LOFI	GS	174.0	129.94	-1	0.510402	0.008327	8.0000	609.8331	17.3674
4493439.LOFI	GS	140.0	140.09	0	0.664393	0.043015	8.0000	197.3118	11.0349
4494659.LOFI	GS	127.0	127.04	0	0.445073	0.005339	8.0000	575.6724	14.4599
4495270.LOFI	GS	80.0	159.84	1	0.528400	0.052277	8.0000	466.4839	13.5619
4497852.LOFI	GS	99.0	147.36	-1	0.352013	0.033810	8.0000	354.0849	13.2975
4508138.LOFI	GS	126.0	168.0	-1	0.326805	0.000087	8.0000	826.5722	20.6028
4509910.LOFI	GS	140.0	140.1	0	0.264616	0.005019	8.0000	680.7216	19.4650
4512512.LOFI	GS	128.0	128.01	0	0.466056	0.023493	8.0000	579.3255	15.4777
4514851.LOFI	GS	148.0	147.36	0	0.385574	0.009274	8.0000	1061.5887	12.6799
4517258.LOFI	GS	82.0	109.33	-1	0.483278	0.004311	8.0000	386.5567	18.1449
4532060.LOFI	GS	85.0	175.72	1	0.379687	0.030223	8.0000	410.3775	14.1467
4540818.LOFI	GS	126.0	125.86	0	0.384226	0.012868	8.0000	426.4158	16.6864
4543103.LOFI	GS	128.0	127.82	0	0.676747	0.018053	8.0000	603.6638	12.9041
4547732.LOFI	GS	86.0	173.65	1	0.206639	0.049748	8.0000	553.1833	14.0575
4549757.LOFI	GS	174.0	173.96	0	0.551260	0.005983	8.0000	523.7510	14.5609
4558106.LOFI	GS	128.0	85.37	-1	0.497692	0.017786	8.0000	847.7009	18.9785
4559522.LOFI	GS	134.0	133.24	0	0.584497	0.026301	8.0000	717.0216	17.5837
4565270.LOFI	GS	125.0	122.23	0	0.717732	0.015082	8.0000	760.4554	13.3744
4566667.LOFI	GS	130.0	130.06	0	0.314143	0.057286	8.0000	469.0137	11.6856
4567978.LOFI	GS	148.0	147.56	0	0.676663	0.019269	8.0000	613.2023	16.7722
4567979.LOFI	GS	148.0	148.09	0	0.759652	0.005368	8.0000	726.8351	17.9527
4585539.LOFI	GS	140.0	139.69	0	0.491291	0.085967	8.0000	101.0855	8.8299
4586220.LOFI	GS	174.0	173.65	0	0.388857	0.013522	8.0000	287.8779	14.4663
4593850.LOFI	GS	124.0	127.29	0	0.712264	0.000865	8.0000	1323.7480	20.2918
4596215.LOFI	GS	120.0	120.01	0	0.226044	0.009336	8.0000	565.6246	17.8098
4604737.LOFI	GS	127.0	174.52	-1	0.014990	0.000008	8.0000	2359.5000	26.0251
4609093.LOFI	GS	140.0	187.1	-1	0.386988	0.000706	8.0000	1304.0430	19.7794
4609944.LOFI	GS	58.0	144.95	-1	0.307531	0.002519	8.0000	696.1366	17.0534
4610426.LOFI	GS	140.0	140.13	0	0.776972	0.008945	8.0000	649.3014	23.2321
4611640.LOFI	GS	125.0	124.94	0	0.450044	0.037043	8.0000	244.2647	15.0119
4623143.LOFI	GS	147.0	146.99	0	0.558403	0.014839	8.0000	543.0341	17.6282
4624663.LOFI	GS	165.0	110.21	-1	0.450486	0.008676	8.0000	1029.5868	27.9282
4625875.LOFI	GS	172.0	173.78	0	0.284320	0.038540	8.0000	887.3177	19.2384
4631727.LOFI	GS	148.0	147.63	0	0.537122	0.012572	8.0000	381.2616	13.7999
4633603.LOFI	GS	140.0	140.13	0	0.632025	0.043249	8.0000	617.0135	18.5264
4650113.LOFI	GS	118.0	117.97	0	0.682058	0.003133	8.0000	1413.3806	29.6852
4653852.LOFI	GS	140.0	139.66	0	0.494076	0.008663	8.0000	1990.3038	25.1366
4661735.LOFI	GS	80.0	106.56	-1	0.664965	0.013826	8.0000	661.5407	15.0372
4666231.LOFI	GS	174.0	174.09	0	0.544612	0.053810	8.0000	266.0300	10.6676
4667626.LOFI	GS	146.0	147.94	0	0.620137	0.012570	8.0000	525.7397	17.0203
4671406.LOFI	GS	126.0	126.02	0	0.783426	0.000683	8.0000	495.5733	19.4529
4671443.LOFI	GS	148.0	147.54	0	0.485677	0.044506	8.0000	866.6986	16.6956
4677606.LOFI	GS	144.0	144.0	0	0.595510	0.018880	8.0000	706.2780	14.7765
4678080.LOFI	GS	172.0	107.33	-1	0.468608	0.012376	8.0000	838.4703	14.8452
4693039.LOFI	GS	140.0	140.09	0	0.386563	0.015636	8.0000	248.9228	11.9781
4693198.LOFI	GS	126.0	126.01	0	0.373637	0.000162	8.0000	1429.7085	23.2381
4694833.LOFI	GS	143.0	142.96	0	0.825328	0.011165	8.0000	690.1814	14.7035
4696505.LOFI	GS	160.0	159.94	0	0.409010	0.018019	8.0000	600.0308	15.1483
4703149.LOFI	GS	110.0	110.0	0	0.452924	0.051981	8.0000	4210.0503	72.2740
4710576.LOFI	GS	175.0	174.97	0	0.462442	0.045582	8.0000	435.1156	11.1142
4711578.LOFI	GS	175.0	174.16	0	0.306308	0.035658	8.0000	1074.2288	19.4546
4714481.LOFI	GS	110.0	186.73	-1	0.798818	0.009817	8.0000	638.4592	15.3443
4723905.LOFI	GS	140.0	140.05	0	0.384130	0.088687	8.0000	404.1456	15.2036
4735587.LOFI	GS	140.0	139.15	0	0.343733	0.059203	8.0000	1057.7467	16.7350
4735758.LOFI	GS	140.0	139.59	0	0.326145	0.009738	8.0000	638.7509	19.9643
4743012.LOFI	GS	125.0	125.02	0	0.671252	0.007344	8.0000	983.9001	20.1885
4749611.LOFI	GS	128.0	127.84	0	0.477420	0.025956	8.0000	1349.1515	22.3919
4767260.LOFI	GS	170.0	174.51	0	0.450381	0.030455	8.0000	712.0872	19.2909
4772658.LOFI	GS	124.0	120.02	0	0.499021	0.017671	8.0000	787.0618	15.8669
4773857.LOFI	GS	140.0	139.27	0	0.320145	0.013860	8.0000	755.7991	21.2450
4773948.LOFI	GS	140.0	140.05	0	0.315568	0.047408	8.0000	574.2979	14.4863
4800274.LOFI	GS	140.0	139.55	0	0.306587	0.016216	8.0000	1027.9475	18.6433
4800275.LOFI	GS	140.0	140.12	0	0.761687	0.026257	8.0000	924.2507	15.5678
4810810.LOFI	GS	136.0	135.93	0	0.105074	0.074545	8.0000	110.3475	8.4040
4816604.LOFI	GS	139.82	140.18	0	0.401436	0.107763	8.0000	561.5568	13.3169
4823439.LOFI	GS	140.0	140.21	0	0.497234	0.030316	8.0000	1460.5377	19.6743
4823611.LOFI	GS	127.0	127.25	0	0.522786	0.000423	8.0000	978.0247	25.7646
4826952.LOFI	GS	140.0	140.07	0	0.283249	0.027775	8.0000	611.2587	12.1388
4826957.LOFI	GS	140.0	140.01	0	0.224076	0.050587	8.0000	572.8922	12.8800
4827285.LOFI	GS	172.0	173.65	0	0.664676	0.012207	8.0000	579.3255	15.0134
4827287.LOFI	GS	148.0	147.41	0	0.664262	0.014738	8.0000	213.5750	10.8169
4845088.LOFI	GS	180.0	179.48	0	0.371121	0.016823	8.0000	766.9833	17.9106
4850346.LOFI	GS	120.0	120.06	0	0.549545	0.003800	8.0000	449.4980	12.9959
4853692.LOFI	GS	126.0	189.61	-1	0.475326	0.009457	8.0000	761.0167	22.7095
4860099.LOFI	GS	140.0	139.56	0	0.408636	0.014428	8.0000	553.6948	18.4910
4861484.LOFI	GS	172.0	173.41	0	0.412898	0.021453	8.0000	768.0081	15.5467
4863146.LOFI	GS	110.0	110.03	0	0.482220	0.057815	8.0000	196.8333	10.5057
4875475.LOFI	GS	120.0	126.0	-1	0.508131	0.015242	9.0000	284.2862	12.5694
4884993.LOFI	GS	87.0	174.01	1	0.519851	0.049580	8.0000	1001.3380	16.0580
4896659.LOFI	GS	110.0	170.0	-1	0.342565	0.028271	8.0000	1160.1896	17.4557
4899365.LOFI	GS	170.0	107.95	-1	0.592604	0.004610	8.0000	1254.6116	17.3116
4921810.LOFI	GS	140.0	139.6	0	0.461000	0.033473	8.0000	1691.0248	26.7160
4936740.LOFI	GS	140.0	140.13	0	0.662968	0.007967	8.0000	614.9700	16.1262
4937390.LOFI	GS	140.0	140.06	0	0.365516	0.044614	8.0000	146.4429	9.7279
4947281.LOFI	GS	136.0	136.02	0	0.560366	0.004792	8.0000	1278.7610	18.2712
4951739.LOFI	GS	170.0	169.65	0	0.634868	0.001053	8.0000	1021.0211	27.9288
