track_id	gt_bpm	det_bpm	det_conf	ioi_bpm	ioi_conf	comb_bpm	comb_conf	ac_bpm	ac_conf	lowac_bpm	lowac_conf	hopf_bpm	hopf_conf	spec_bpm	spec_conf	crest_db	transient_density	tempo_stability	d_low	d_high	machine_timed	drumless	duration_s	n_onsets	pc_det	pc_half	pc_double	pc_triple	es_det	es_half	es_double	es_triple	me_det	me_half	me_double	me_triple	io_det	io_half	io_double	io_triple	label	dataset	n_beats	bpm_librosa	best_shift	best_score	prominence	is_ternary_top	is_edm_phrase_top	sim_1	sim_2	sim_3	sim_4	sim_6	sim_8	sim_12	sim_16	sim_32
Media-103510	124.0	123.95	0.6434	124.71	0.0512	82.5	0.4548	125.93	0.6358	125.99	0.6286	123.5	0.1905	122.74	0.802	14.52	5.85	0.0	4.75	4.91	0	0	31.79	186	0.0883	0.0247	0.4688	0.1256	0.1212	0.3636	0.8712	0.2626	0.0461	0.1518	0.9235	0.1635	0.7946	0.3892	0.8541	0.3243	0	BB	64	123.05	1	0.934496	0.052354	1	0	0.934496	0.902401	0.911254	0.907793	0.881227	0.88228	0.882004	0.87166	0.833227
Media-103601	116.0	116.52	0.7282	115.25	0.0343	117.5	0.4763	118.72	1.0	78.36	0.9633	117.5	0.1808	87.55	0.7516	16.15	5.82	0.0	5.29	3.78	0	0	31.79	185	0.0564	0.0871	0.4694	0.1288	0.1935	0.1613	0.9032	0.457	0.0306	0.0319	0.9285	0.6363	0.7717	0.3478	0.8043	0.4728	0	BB	59	117.45	8	0.977055	0.092224	0	1	0.915017	0.886779	0.874242	0.871549	0.882884	0.977055	0.867381	0.975817	0.968738
Media-103602	124.0	123.98	0.6224	120.0	0.0181	125.0	0.5157	126.29	0.5384	125.94	0.515	125.0	0.1595	122.05	0.6763	13.86	6.1	0.0	5.25	4.15	0	0	31.79	194	0.0495	0.0522	0.4256	0.1045	0.1667	0.697	0.8712	0.3939	0.1506	0.7772	0.9514	0.6094	0.7047	0.3212	0.8187	0.513	0	BB	62	123.05	8	0.945264	0.075703	0	1	0.892128	0.864673	0.874449	0.839916	0.85262	0.945264	0.832962	0.93286	0.91417
Media-103603	124.0	122.53	0.5732	125.12	0.037	122.5	0.5056	122.38	0.5111	61.17	0.711	122.5	0.1747	184.87	0.78	15.11	6.98	0.0	5.54	4.75	0	0	31.79	222	0.0374	0.0601	0.4664	0.129	0.6462	0.9394	0.9308	0.5026	0.5858	0.445	0.8353	0.6338	0.6109	0.2624	0.7466	0.5973	0	BB	61	123.05	8	0.956565	0.081103	0	1	0.836348	0.803376	0.814075	0.941226	0.80045	0.956565	0.916553	0.94273	0.914575
Media-103604	124.0	124.88	0.6767	130.25	0.0268	124.0	0.4928	125.0	0.5296	62.46	0.5229	124.5	0.176	126.36	0.6811	15.74	6.17	0.0	5.47	4.15	0	0	31.79	196	0.1169	0.0229	0.7036	0.1303	0.7015	0.2059	0.9323	0.3769	0.1642	0.6975	0.9165	0.489	0.5692	0.359	0.6051	0.5333	0	BB	57	123.05	8	0.950867	0.127658	0	1	0.898578	0.827113	0.80846	0.800687	0.819305	0.950867	0.788416	0.932168	0.89794
Media-103617	108.0	109.07	0.6485	111.01	0.0345	73.0	0.4688	109.17	1.0	109.11	1.0	109.5	0.1728	67.57	0.5803	14.88	7.36	0.0	5.51	4.75	0	0	31.79	234	0.0541	0.0695	0.387	0.0112	0.1379	0.3448	0.9224	0.4253	0.2896	0.2876	0.8428	0.7313	0.5751	0.1588	0.721	0.6137	0	BB	56	107.67	1	0.922634	0.035573	0	0	0.922634	0.873563	0.882793	0.922404	0.868545	0.896836	0.901641	0.891329	0.880502
Media-103701	124.0	123.99	0.6279	125.12	0.0297	83.0	0.5162	126.0	0.5206	61.76	0.4653	123.5	0.1799	122.02	0.8357	13.8	5.91	0.0	4.84	4.12	0	0	31.79	188	0.0533	0.0247	0.5996	0.0693	0.9242	0.8485	0.9394	0.4242	0.6428	0.6243	0.9256	0.6497	0.6738	0.4225	0.7914	0.4064	0	BB	60	123.05	16	0.972666	0.025451	0	1	0.959102	0.946886	0.947144	0.945414	0.947285	0.955759	0.943619	0.972666	0.951118
Media-103702	124.0	123.83	0.5902	124.66	0.0703	82.0	0.5305	126.17	0.6306	61.81	0.5171	123.0	0.211	61.52	0.701	13.84	6.13	0.0	5.47	4.5	0	0	31.79	195	0.0556	0.1308	0.3911	0.1333	0.3636	0.7576	0.8788	0.4365	0.1383	0.4959	0.898	0.5249	0.7784	0.3454	0.8402	0.433	0	BB	61	123.05	1	0.96637	0.088039	0	1	0.96637	0.929638	0.899641	0.866943	0.789281	0.730633	0.816965	0.933219	0.889719
Media-103703	124.0	119.84	0.6234	130.25	0.0173	79.5	0.577	119.71	0.5147	119.31	0.8327	119.5	0.2382	149.28	0.5902	18.01	5.38	0.0	4.81	4.0	0	0	31.79	171	0.0587	0.0384	0.5835	0.0337	0.2031	0.125	0.9213	0.4136	0.2795	0.0681	0.9744	0.8049	0.7412	0.4471	0.7941	0.3588	0	BB	61	117.45	16	0.925652	0.067366	0	1	0.902104	0.841726	0.850294	0.866277	0.839134	0.831425	0.877294	0.925652	0.897231
Media-103704	120.0	119.53	0.645	130.25	0.0195	79.5	0.4378	120.35	0.5732	120.28	0.507	118.5	0.154	120.36	0.7529	13.99	6.54	0.0	5.29	4.53	0	0	31.79	208	0.0802	0.0588	0.435	0.148	0.5	0.8125	0.9055	0.5	0.365	0.2997	0.867	0.748	0.6522	0.2657	0.6908	0.5411	0	BB	59	117.45	8	0.950439	0.018696	0	1	0.947301	0.934763	0.923614	0.919035	0.928723	0.950439	0.919975	0.949859	0.941764
Media-103716	112.0	114.98	0.9092	187.24	0.0219	115.5	0.7531	115.71	1.0	115.83	1.0	115.5	0.2415	113.64	0.8799	18.93	5.95	0.0	4.97	3.96	0	0	31.79	189	0.1127	0.0273	0.3825	0.2114	0.8033	0.9355	0.877	0.5082	0.7237	0.9783	0.9716	0.9039	0.7181	0.266	0.7819	0.4362	0	BB	57	117.45	8	0.97483	0.010568	0	0	0.970392	0.970247	0.957547	0.961312	0.967211	0.97483	0.960182	0.968488	0.939106
Media-103801	124.0	123.79	0.5435	124.75	0.0257	82.5	0.4734	126.06	0.6533	125.76	0.5533	123.0	0.1329	77.08	0.6243	14.63	7.24	0.0	5.38	4.47	0	0	31.79	230	0.0178	0.0748	0.3143	0.0568	0.2424	0.3333	0.8409	0.4315	0.3524	0.2454	0.8352	0.4276	0.5895	0.2009	0.7817	0.6463	0	BB	61	123.05	1	0.950354	0.020467	0	1	0.950354	0.931477	0.926311	0.927548	0.933076	0.938848	0.92249	0.933919	0.928298
Media-103802	124.0	123.76	0.6548	124.73	0.0398	122.5	0.4112	121.22	0.6322	121.43	0.551	123.0	0.1794	122.65	0.8555	15.52	5.82	0.0	5.16	4.5	0	0	31.79	185	0.0558	0.1012	0.466	0.1665	0.2727	0.1515	0.8333	0.4569	0.0833	0.3288	0.9207	0.7044	0.7826	0.3913	0.8098	0.462	0	BB	58	123.05	1	0.945749	0.055023	0	0	0.945749	0.906404	0.89712	0.905538	0.900949	0.874668	0.863485	0.884333	0.846302
Media-103803	124.0	124.1	0.5617	124.7	0.0276	82.5	0.4379	125.95	0.5838	125.85	0.5969	123.5	0.1727	122.02	0.8044	13.68	6.83	0.0	5.76	4.72	0	0	31.79	217	0.0157	0.0323	0.3269	0.109	0.4545	0.2424	0.8939	0.3889	0.2327	0.2896	0.8438	0.2843	0.6944	0.213	0.7731	0.5046	0	BB	61	123.05	1	0.95767	0.011633	0	1	0.95767	0.936799	0.94306	0.955509	0.939983	0.949014	0.951348	0.953895	0.941385
Media-103804	116.0	116.31	0.7052	187.24	0.0267	77.5	0.4573	114.69	1.0	114.78	1.0	117.5	0.1201	65.56	0.6425	13.02	8.05	0.0	6.39	4.91	0	0	31.79	256	0.0297	0.0397	0.2816	0.1243	0.6129	0.2903	0.871	0.5514	0.5745	0.4356	0.7737	0.6051	0.5216	0.098	0.6941	0.6431	0	BB	59	117.45	32	0.892033	0.053795	0	1	0.888555	0.847028	0.830948	0.845529	0.807897	0.796724	0.820288	0.879074	0.892033
Media-103816	108.0	107.98	0.6935	199.72	0.0284	106.5	0.3348	106.31	0.9965	71.02	1.0	107.5	0.1412	186.05	0.7379	15.81	6.83	0.0	5.85	5.41	0	0	31.79	217	0.1154	0.0366	0.2413	0.0825	0.2931	0.069	0.9043	0.5291	0.2425	0.4039	0.9274	0.444	0.7083	0.1065	0.7824	0.5139	0	BB	53	107.67	16	0.9526	0.079064	0	1	0.899044	0.885248	0.865335	0.869815	0.857192	0.874223	0.872848	0.9526	0.940731
Media-103906	124.0	124.05	0.5798	124.68	0.0262	83.5	0.4327	121.22	0.5185	121.3	0.6164	125.5	0.1093	122.93	0.777	13.48	6.04	0.0	5.29	4.34	0	0	31.79	192	0.0522	0.0153	0.5027	0.0308	0.9242	0.2121	0.9318	0.4242	0.7448	0.133	0.9157	0.7324	0.7801	0.356	0.8429	0.3927	0	BB	60	123.05	8	0.961533	0.074031	0	1	0.934924	0.885466	0.872114	0.883054	0.88954	0.961533	0.885383	0.936873	0.915889
Media-103907	124.0	123.96	0.5964	120.0	0.0223	125.5	0.4217	125.62	0.4581	126.26	0.4065	125.5	0.0921	108.12	0.6682	13.34	6.29	0.0	5.25	4.75	0	0	31.79	200	0.0268	0.074	0.4048	0.0636	0.7424	0.1515	0.8182	0.3889	0.649	0.2645	0.8518	0.6826	0.6482	0.2814	0.7538	0.5628	0	BB	62	123.05	8	0.932552	0.059952	0	1	0.892371	0.840442	0.861155	0.903058	0.833169	0.932552	0.884044	0.915916	0.854088
Media-103908	124.0	125.0	0.6318	125.12	0.0654	83.0	0.5208	125.04	0.5556	62.54	0.5415	124.0	0.1965	65.85	0.7387	14.61	5.41	0.0	4.81	4.25	0	0	31.79	172	0.0434	0.0498	0.7008	0.0673	0.0448	0.9118	0.9398	0.3266	0.3002	0.641	0.8745	0.6109	0.7485	0.5439	0.8363	0.3275	0	BB	56	123.05	8	0.955689	0.111143	0	1	0.911525	0.842086	0.830964	0.836566	0.847004	0.955689	0.837553	0.924247	0.858314
Media-103909	124.0	123.76	0.6088	124.63	0.0465	82.5	0.5629	126.2	0.5301	61.97	0.469	124.0	0.2437	79.47	0.6907	14.1	5.13	0.0	4.66	4.34	0	0	31.79	163	0.0202	0.0508	0.6722	0.0585	0.2576	0.0909	0.9167	0.3756	0.4958	0.3042	0.8871	0.6187	0.8642	0.5802	0.8827	0.2901	0	BB	63	123.05	16	0.966963	0.063826	0	1	0.936857	0.924889	0.905273	0.900214	0.885203	0.888483	0.901001	0.966963	0.963793
Media-103910	100.0	200.0	0.5042	199.71	0.0455	200.0	0.5676	99.53	0.5352	200.0	0.5793	100.5	0.2274	199.22	0.7112	12.61	7.8	0.0	6.42	5.1	0	0	31.79	248	0.1423	0.0363	0.169	0.0727	0.5943	0.3396	0.5566	0.4654	0.7953	0.303	0.6594	0.7422	0.7287	0.498	0.8178	0.7085	1	BB	50	99.38	16	0.913984	0.201777	0	1	0.770639	0.718149	0.687758	0.694339	0.706266	0.89508	0.699268	0.913984	0.84969
Media-104009	116.0	117.04	0.6529	115.25	0.0325	116.5	0.4307	117.96	1.0	118.28	1.0	116.5	0.1278	131.94	0.7413	14.92	7.24	0.0	5.57	4.69	0	0	31.79	230	0.0803	0.0126	0.3495	0.0652	0.2381	0.7812	0.84	0.4706	0.3727	0.7658	0.8623	0.6235	0.559	0.2052	0.7424	0.5764	0	BB	58	117.45	8	0.936382	0.081153	0	1	0.916943	0.858203	0.838767	0.836993	0.852254	0.936382	0.840815	0.907139	0.877501
Media-104010	124.0	126.72	0.434	130.25	0.0329	85.0	0.3805	123.74	0.4301	123.92	0.525	124.0	0.0664	111.67	0.6719	14.48	6.42	0.0	5.6	4.69	0	0	31.79	204	0.0397	0.0496	0.1763	0.0227	0.4118	0.3529	0.4222	0.3416	0.6732	0.5313	0.6997	0.4807	0.6404	0.3842	0.7734	0.5123	0	BB	63	129.2	8	0.972481	0.097429	0	1	0.906752	0.875064	0.873094	0.870827	0.875042	0.972481	0.863807	0.964184	0.950154
Media-104011	128.0	127.59	0.6538	125.1	0.0336	85.0	0.5405	127.57	0.5221	64.04	0.7387	127.0	0.2129	65.14	0.8269	17.92	7.39	0.0	5.57	5.57	0	0	31.79	235	0.0154	0.0217	0.2645	0.0282	0.5882	0.4706	0.7426	0.3842	0.8564	0.38	0.9693	0.3076	0.6026	0.265	0.8675	0.5812	0	BB	47	129.2	16	0.99197	0.010625	0	1	0.973443	0.963807	0.970608	0.990755	0.964603	0.989247	0.989756	0.99197	0.989932
Media-104012	124.0	124.0	0.671	124.64	0.0588	124.5	0.5957	125.97	0.58	125.96	0.5705	124.0	0.2296	122.34	0.869	15.54	7.2	0.0	5.63	4.78	0	0	31.79	229	0.0507	0.0274	0.4224	0.0341	0.3636	0.2727	0.8636	0.4747	0.6742	0.2637	0.9479	0.6729	0.5614	0.2544	0.7544	0.6491	0	BB	40	123.05	8	0.969646	0.019078	0	1	0.956599	0.94236	0.949289	0.951848	0.954157	0.969646	0.949032	0.956778	0.863786
Media-104106	124.0	123.6	0.6425	124.68	0.04	124.5	0.5513	121.42	0.5733	126.14	0.602	124.0	0.1922	122.71	0.8421	15.38	7.08	0.0	5.91	5.06	0	0	31.79	225	0.108	0.031	0.3682	0.0664	0.5455	0.8182	0.9389	0.4518	0.416	0.3796	0.8563	0.7118	0.7277	0.2277	0.8214	0.4643	0	BB	61	123.05	8	0.95157	0.034914	0	0	0.938234	0.917347	0.910937	0.9302	0.911172	0.95157	0.915963	0.927208	0.88889
Media-104107	124.0	123.68	0.6507	124.66	0.0451	62.5	0.5041	121.29	0.5958	61.88	0.7137	122.0	0.0973	183.92	0.654	13.28	5.13	0.0	4.72	4.25	0	0	31.79	163	0.0175	0.017	0.7585	0.0495	0.5	0.8485	0.9242	0.3706	0.3744	0.6981	0.9119	0.6885	0.7593	0.6173	0.7963	0.284	0	BB	62	123.05	32	0.977963	0.132426	0	1	0.890594	0.843184	0.827457	0.816245	0.847889	0.967082	0.813719	0.971333	0.977963
Media-104108	124.0	124.41	0.6308	124.67	0.0665	123.5	0.5271	125.59	0.5602	61.54	0.4844	123.5	0.2004	121.78	0.6618	14.08	5.6	0.1251	4.84	4.47	0	0	31.79	178	0.0358	0.1125	0.5885	0.1001	0.1667	0.3636	0.9242	0.4293	0.1002	0.2459	0.9375	0.6865	0.7627	0.4633	0.8192	0.4011	0	BB	61	123.05	8	0.938996	0.072215	0	1	0.904139	0.86729	0.86606	0.861748	0.866273	0.938996	0.861435	0.926612	0.889639
Media-104109	124.0	124.15	0.5842	124.65	0.0418	61.0	0.392	61.77	0.4514	83.76	0.574	122.5	0.1271	61.52	0.6134	15.22	5.95	0.0	4.97	4.47	0	0	31.79	189	0.0096	0.1336	0.5521	0.0752	0.0455	0.2121	0.9167	0.4394	0.1443	0.3451	0.8712	0.5933	0.7074	0.4043	0.7819	0.4628	0	BB	63	123.05	32	0.929434	0.044423	0	1	0.913508	0.885779	0.884243	0.874491	0.867379	0.917621	0.864926	0.905336	0.929434
Media-104110	124.0	124.06	0.5894	124.71	0.0467	83.0	0.5054	125.7	0.5474	125.88	0.578	124.0	0.1995	122.75	0.8015	14.34	7.36	0.0	5.73	4.94	0	0	31.79	234	0.0228	0.0696	0.3685	0.0881	0.2576	0.697	0.8636	0.4596	0.2	0.4848	0.9109	0.7162	0.6137	0.2403	0.7811	0.588	0	BB	62	123.05	8	0.91889	0.075505	0	1	0.872431	0.815553	0.836981	0.84979	0.797396	0.91889	0.818757	0.889266	0.885887
Media-104111	124.0	124.07	0.6064	124.65	0.039	125.0	0.4415	125.84	0.6087	61.82	0.4945	125.0	0.1429	122.36	0.8805	12.42	6.92	0.0	5.76	4.72	0	0	31.79	220	0.0501	0.0568	0.4526	0.0404	0.8636	0.4242	0.947	0.4293	0.5543	0.3878	0.8472	0.6456	0.6256	0.2831	0.79	0.5388	0	BB	59	123.05	8	0.973666	0.103919	0	1	0.919051	0.87124	0.858712	0.862196	0.868254	0.973666	0.868185	0.946879	0.928318
Media-105405	124.0	124.12	0.5948	124.68	0.0626	82.5	0.4775	125.98	0.6183	125.96	0.7071	124.0	0.1708	61.52	0.7818	12.59	6.92	0.0	5.66	4.34	0	0	31.79	220	0.0687	0.1439	0.4638	0.0601	0.7879	0.3333	0.9394	0.3939	0.5544	0.4108	0.835	0.4728	0.6758	0.2557	0.7397	0.4749	0	BB	63	123.05	8	0.979176	0.0544	0	1	0.956653	0.926633	0.912755	0.907812	0.922918	0.979176	0.907223	0.97707	0.967763
Media-105406	124.0	124.02	0.6079	125.11	0.0245	82.0	0.3954	125.99	0.6243	125.98	0.5998	123.5	0.1606	122.48	0.8059	13.74	6.48	0.0	5.44	4.12	0	0	31.79	206	0.1478	0.0311	0.5582	0.0454	0.9545	0.1515	0.947	0.2071	0.5741	0.1238	0.8699	0.2174	0.6341	0.3415	0.7366	0.4976	0	BB	63	123.05	1	0.946663	0.035171	0	1	0.946663	0.917584	0.90524	0.903698	0.905399	0.939237	0.899384	0.933047	0.925546
Media-105407	124.0	124.08	0.6346	124.63	0.0502	123.5	0.6129	61.7	0.4958	61.66	0.5692	123.5	0.2119	61.52	0.7916	15.49	6.01	0.0	5.03	4.66	0	0	31.79	191	0.0925	0.0427	0.5767	0.1347	0.1515	0.3939	0.947	0.2525	0.0913	0.0899	0.9266	0.0964	0.7105	0.4211	0.8105	0.4368	0	BB	55	123.05	16	0.978788	0.034738	0	1	0.960065	0.938372	0.94466	0.946661	0.934791	0.936649	0.943439	0.978788	0.959919
Media-105417	116.0	115.0	0.7398	115.26	0.0584	76.0	0.5061	115.68	1.0	115.48	1.0	114.5	0.2321	143.19	0.6047	14.72	5.95	0.219	5.29	4.12	0	0	31.79	189	0.0838	0.0902	0.565	0.0223	0.9344	0.4516	0.959	0.3934	0.5676	0.0945	0.9355	0.7617	0.6968	0.3723	0.8138	0.3617	0	BB	56	117.45	16	0.977354	0.01261	0	1	0.967729	0.96312	0.962865	0.964094	0.954145	0.965393	0.967114	0.977354	0.969194
Media-105601	124.0	123.95	0.574	125.1	0.0419	123.0	0.5288	126.13	0.592	126.23	0.6398	123.5	0.1865	122.62	0.7695	13.02	7.24	0.0	5.82	4.56	0	0	31.79	230	0.0207	0.0365	0.3868	0.0796	0.1212	0.9091	0.9167	0.4747	0.2468	0.7565	0.8599	0.7102	0.6812	0.2227	0.821	0.5502	0	BB	36	123.05	8	0.974764	0.038739	0	0	0.963098	0.944435	0.932503	0.931944	0.939546	0.974764	0.931254	0.943583	0.916986
Media-105602	124.0	123.98	0.5745	130.25	0.0275	83.0	0.5646	126.12	0.6126	125.88	0.6648	124.5	0.2188	61.52	0.8027	14.1	6.01	0.0	5.29	4.34	0	0	31.79	191	0.0508	0.1152	0.639	0.0874	0.1212	0.9697	0.9394	0.4343	0.095	0.4511	0.8735	0.5899	0.6895	0.4316	0.7842	0.4579	0	BB	62	123.05	32	0.968674	0.044328	0	1	0.938726	0.910978	0.913197	0.926959	0.908922	0.964173	0.921731	0.960872	0.968674
Media-105603	124.0	124.03	0.5918	124.66	0.032	82.5	0.4518	125.98	0.6004	124.82	0.7475	125.5	0.0887	155.99	0.7487	14.82	6.42	0.0	5.57	4.5	0	0	31.79	204	0.0369	0.0554	0.6354	0.0759	0.9091	0.7879	0.947	0.4141	0.664	0.5624	0.8827	0.674	0.6108	0.3744	0.7389	0.468	0	BB	62	123.05	16	0.918581	0.055664	0	1	0.91474	0.858081	0.859674	0.864575	0.854391	0.911834	0.861259	0.918581	0.877613
Media-105604	124.0	124.0	0.5725	124.67	0.0607	83.5	0.3177	126.0	0.5166	126.21	0.582	123.0	0.1651	155.11	0.6486	13.08	5.85	0.0	5.19	4.34	0	0	31.79	186	0.0233	0.0528	0.6825	0.072	0.9394	0.2727	0.9394	0.3939	0.5184	0.099	0.8737	0.5842	0.7297	0.4703	0.7676	0.3838	0	BB	60	123.05	16	0.988941	0.092464	0	1	0.928193	0.895872	0.878207	0.871438	0.897083	0.959981	0.869538	0.988941	0.986275
Media-105605	124.0	123.97	0.5965	124.69	0.0465	123.5	0.5247	126.01	0.5872	126.12	0.6336	123.5	0.1967	141.3	0.6683	13.46	6.45	0.1715	5.82	4.47	0	0	31.79	205	0.0945	0.1055	0.4444	0.0421	0.1667	0.3939	0.947	0.2929	0.3046	0.2541	0.8885	0.1985	0.7794	0.2892	0.8235	0.4755	0	BB	59	123.05	16	0.977964	0.080177	0	1	0.918442	0.897836	0.889834	0.879717	0.897739	0.97491	0.873974	0.977964	0.969723
Media-106005	124.0	124.05	0.6678	136.25	0.0336	82.5	0.5374	126.1	0.5354	126.16	0.6437	122.0	0.1205	122.72	0.7455	17.41	6.89	0.0	6.04	4.47	0	0	31.79	219	0.0329	0.0219	0.7084	0.0898	0.4697	0.0606	0.9545	0.4091	0.5775	0.0733	0.9166	0.644	0.5321	0.3761	0.656	0.5	0	BB	64	123.05	16	0.9421	0.073238	0	1	0.897908	0.872271	0.865454	0.854975	0.862158	0.920203	0.857655	0.9421	0.890941
Media-106006	124.0	124.03	0.6156	124.69	0.0498	82.5	0.5424	125.77	0.6108	81.81	0.6706	123.5	0.2255	94.54	0.7377	17.26	6.76	0.0	6.04	4.94	0	0	31.79	215	0.0865	0.0355	0.3712	0.0745	0.303	0.6667	0.9545	0.4545	0.0565	0.7467	0.936	0.7067	0.7897	0.271	0.8738	0.4766	0	BB	64	123.05	16	0.93995	0.072871	0	1	0.920579	0.872211	0.851517	0.85883	0.861947	0.928635	0.853238	0.93995	0.874387
Media-106007	124.0	123.98	0.6835	124.67	0.035	82.5	0.4781	126.01	0.6195	125.89	0.6555	125.0	0.1603	122.22	0.8725	16.0	6.98	0.0	5.79	4.97	0	0	31.79	222	0.1654	0.0739	0.496	0.1249	0.8788	0.3636	0.9621	0.5051	0.5949	0.2716	0.8504	0.7736	0.6154	0.2805	0.7557	0.5566	0	BB	59	123.05	16	0.993463	0.054544	0	1	0.96261	0.938693	0.935631	0.931917	0.939146	0.993002	0.932648	0.993463	0.990374
Media-106008	124.0	124.06	0.6239	124.68	0.0302	82.5	0.5587	126.11	0.5803	61.73	0.6208	62.0	0.0786	184.19	0.5784	14.05	6.32	0.0	5.73	4.18	0	0	31.79	201	0.0909	0.0218	0.5936	0.0384	0.2727	0.0909	0.8864	0.3838	0.127	0.0677	0.9038	0.6604	0.635	0.345	0.675	0.51	0	BB	64	123.05	16	0.910775	0.082427	0	1	0.876145	0.828904	0.800365	0.817552	0.827793	0.88123	0.802197	0.910775	0.879783
Media-106101	124.0	124.03	0.6395	115.25	0.0274	62.5	0.3344	126.04	0.5947	125.77	0.6516	125.0	0.0794	141.58	0.758	15.41	6.57	0.0	5.19	4.78	0	0	31.79	209	0.1248	0.058	0.4243	0.0134	0.2121	0.4848	0.9091	0.4293	0.096	0.416	0.9233	0.8681	0.7163	0.3077	0.8125	0.4856	0	BB	61	123.05	8	0.942315	0.082064	0	1	0.906507	0.857131	0.854037	0.863371	0.846111	0.942315	0.850848	0.930703	0.899644
Media-106102	124.0	124.04	0.588	124.69	0.0291	123.5	0.5057	126.1	0.5832	61.73	0.6681	123.5	0.1629	61.52	0.7765	12.01	6.83	0.0	5.38	5.0	0	0	31.79	217	0.0239	0.0459	0.4308	0.1159	0.8939	0.697	0.9242	0.4899	0.6612	0.4554	0.9041	0.7983	0.662	0.2685	0.787	0.5741	0	BB	64	123.05	8	0.968892	0.055413	0	1	0.938838	0.908463	0.90297	0.913795	0.90093	0.968892	0.913164	0.960194	0.941742
Media-106103	124.0	124.02	0.6546	124.73	0.0241	123.5	0.575	125.93	0.644	125.93	0.6066	123.5	0.183	65.64	0.63	13.76	7.42	0.0	5.29	5.51	0	0	31.79	236	0.0861	0.0592	0.3273	0.0995	0.9242	0.4242	0.9242	0.5505	0.6791	0.2545	0.911	0.6417	0.6596	0.2043	0.8128	0.5404	0	BB	61	123.05	1	0.969459	0.014411	0	0	0.969459	0.96561	0.955784	0.956721	0.95126	0.956473	0.944096	0.944271	0.954311
Media-106104	124.0	123.87	0.6283	124.75	0.0328	124.5	0.531	61.8	0.7287	125.2	0.6296	124.0	0.1561	61.52	0.6915	15.81	7.86	0.0	6.13	4.94	0	0	31.79	250	0.0655	0.0474	0.4036	0.1262	0.8788	0.8485	0.9242	0.5787	0.5792	0.5355	0.8646	0.6332	0.5341	0.1807	0.743	0.6426	0	BB	57	123.05	8	0.939071	0.096043	0	1	0.896757	0.867134	0.801469	0.806819	0.854819	0.939071	0.810848	0.901494	0.831238
Media-106105	124.0	123.8	0.6624	124.7	0.0341	123.0	0.714	121.32	0.5889	121.31	0.5931	123.5	0.3034	122.45	0.8808	14.95	6.23	0.0	5.1	3.87	0	0	31.79	198	0.0572	0.075	0.6487	0.0882	0.8485	0.4545	0.8788	0.4061	0.3585	0.2493	0.9304	0.8704	0.5584	0.3604	0.6396	0.5127	0	BB	50	123.05	1	0.962466	0.027783	0	0	0.962466	0.940254	0.937868	0.93747	0.918799	0.946156	0.919354	0.931895	0.873661
Media-106117	92.0	184.32	0.5908	187.24	0.0536	62.0	0.5012	183.98	0.4034	61.07	0.8849	93.0	0.122	185.03	0.787	13.52	9.25	0.0	6.57	5.51	0	0	31.79	294	0.1266	0.0433	0.2198	0.0417	0.6939	0.7347	0.6684	0.5051	0.7978	0.7028	0.693	0.6322	0.6485	0.2969	0.7952	0.7918	1	BB	41	92.29	8	0.959615	0.2945	0	1	0.815485	0.664158	0.577148	0.555433	0.666072	0.959615	0.570124	0.94327	0.940863
Albums-Cafe_Paradiso-14	172.0	171.69	0.729	187.17	0.0216	169.5	0.3479	85.74	0.5665	85.59	0.5134	85.5	0.1537	173.93	0.8317	15.76	6.79	0.0	5.26	4.69	0	0	30.05	204	0.385	0.1824	0.2748	0.4802	0.7326	0.8837	0.5174	0.5775	0.7609	0.6557	0.7647	0.831	0.5567	0.3547	0.6552	0.8719	0	BB	43	86.13	16	0.980887	0.025998	1	1	0.953535	0.956473	0.957156	0.955695	0.949195	0.928413	0.954082	0.980887	0.978351
Albums-Cafe_Paradiso-15	172.0	173.81	0.5258	176.25	0.0228	87.5	0.4201	85.59	0.5904	85.6	0.4934	86.0	0.1257	173.29	0.8065	14.64	7.3	0.0	5.74	5.14	0	0	30.14	220	0.029	0.0355	0.0293	0.0401	0.375	0.4318	0.4171	0.416	0.294	0.6465	0.4739	0.7084	0.6712	0.4201	0.7032	0.7443	0	BB	44	86.13	32	0.919374	0.07521	0	1	0.852121	0.818444	0.843063	0.86034	0.816604	0.812431	0.845265	0.917801	0.919374
Albums-Cafe_Paradiso-16	172.0	171.52	0.5667	171.25	0.0318	171.0	0.3986	85.7	0.5008	85.64	0.7653	85.5	0.1304	169.26	0.6247	17.7	7.8	0.0	6.44	5.54	0	0	30.14	235	0.2418	0.0477	0.1896	0.4676	0.1839	0.3636	0.4798	0.668	0.3697	0.222	0.4476	0.788	0.6453	0.2906	0.6453	0.8718	0	BB	42	86.13	4	0.958833	0.023508	0	1	0.937288	0.913849	0.927427	0.958833	0.914926	0.94971	0.940313	0.933364	0.94072
Albums-Commitments-08	164.0	163.13	0.5295	166.5	0.0338	160.0	0.3828	161.78	0.4336	161.9	0.5258	161.0	0.107	160.5	0.7326	15.61	7.35	0.0	6.16	5.46	0	0	31.68	233	0.0766	0.026	0.078	0.0546	0.4368	0.3409	0.474	0.4208	0.3131	0.6074	0.5893	0.477	0.7543	0.5259	0.875	0.4784	0	BB	78	161.5	4	0.946142	0.013055	0	1	0.945282	0.92278	0.932724	0.946142	0.912647	0.933087	0.933087	0.937213	0.933574
