track_id	gt_bpm	det_bpm	det_conf	ioi_bpm	ioi_conf	comb_bpm	comb_conf	ac_bpm	ac_conf	lowac_bpm	lowac_conf	hopf_bpm	hopf_conf	spec_bpm	spec_conf	crest_db	transient_density	tempo_stability	d_low	d_high	machine_timed	drumless	duration_s	n_onsets	pc_det	pc_half	pc_double	pc_triple	es_det	es_half	es_double	es_triple	me_det	me_half	me_double	me_triple	io_det	io_half	io_double	io_triple	label
country.00036	113.31	112.58	0.4676	176.75	0.0174	73.50	0.4608	112.69	0.5407	114.48	0.9405	173.50	0.0913	115.37	0.6399	18.12	7.30	0.0000	5.46	4.56	0	0	30.01	219	0.0339	0.0494	0.1076	0.0648	0.4737	0.3793	0.4602	0.4497	0.2477	0.2904	0.5089	0.4521	0.5413	0.1239	0.7202	0.6055	0
country.00037	97.8	97.78	0.7086	176.75	0.0188	78.50	0.3809	96.55	0.6751	98.93	0.9918	196.50	0.1066	63.90	0.6980	15.03	7.66	0.0000	5.86	4.73	0	0	30.01	230	0.1224	0.0113	0.1723	0.3386	0.6327	0.4400	0.4592	0.7415	0.3746	0.2824	0.6255	0.7730	0.4498	0.0131	0.6550	0.7511	0
country.00038	155.5	155.76	0.6880	158.25	0.0183	78.00	0.6450	78.28	0.6059	152.26	0.6006	78.00	0.1785	155.61	0.8438	18.52	5.53	0.0000	4.40	4.56	0	0	30.01	166	0.3038	0.1162	0.3485	0.5305	0.0641	0.7949	0.5321	0.5769	0.3158	0.1224	0.8924	0.8168	0.6545	0.4364	0.5212	0.8424	0
country.00039	183.63	124.59	0.3993	187.75	0.0747	125.00	0.3286	126.49	0.5202	121.54	0.5726	187.00	0.2251	140.67	0.5532	14.18	6.56	0.0000	6.16	6.13	0	0	30.01	197	0.0168	0.0207	0.0274	0.3538	0.6032	0.2500	0.3360	0.6096	0.5054	0.4873	0.5126	0.4825	0.9133	0.0102	0.2806	0.9490	-1
country.00040	140.14	140.23	0.7593	176.75	0.0195	93.00	0.4359	140.37	0.5293	140.31	0.5856	69.50	0.1868	141.61	0.8574	13.23	6.90	0.0000	5.80	5.06	0	0	30.01	207	0.2083	0.0132	0.2977	0.5775	0.3521	0.4167	0.5461	0.7156	0.2815	0.2508	0.8133	0.7751	0.6262	0.1942	0.4854	0.8544	0
country.00041	130.82	130.85	0.6533	130.50	0.0219	65.00	0.6025	65.30	0.5178	65.27	0.4907	130.50	0.1950	133.33	0.6999	13.44	6.63	0.0000	5.16	5.13	0	0	30.01	199	0.1557	0.0224	0.4710	0.1120	0.7424	0.6970	0.7710	0.4416	0.3211	0.8034	0.7478	0.6751	0.6869	0.3737	0.8081	0.5556	0
country.00042	205.23	102.4	0.7020	176.75	0.0266	101.50	0.4777	101.58	0.9950	101.37	0.9961	102.50	0.1688	64.16	0.5335	13.36	6.46	0.0000	4.90	4.90	0	0	30.01	194	0.1033	0.0798	0.2925	0.0335	0.9808	0.9615	0.9417	0.5260	0.6817	0.5221	0.8619	0.7039	0.6995	0.1554	0.7824	0.5130	2
country.00043	138.24	138.41	0.7375	136.50	0.0266	69.50	0.7126	68.91	0.5842	68.96	0.5734	138.50	0.2006	138.05	0.8515	15.83	6.60	0.0000	5.06	4.66	0	0	30.01	198	0.1476	0.0628	0.6416	0.1756	0.7857	0.0000	0.9209	0.5048	0.0769	0.0000	0.9363	0.9122	0.6650	0.4416	0.7868	0.4721	0
country.00044	79.21	157.36	0.6574	176.75	0.0191	156.00	0.5008	159.65	0.5247	152.85	0.9665	78.50	0.1692	159.26	0.7320	14.60	7.03	0.0000	5.63	4.53	0	0	30.01	211	0.0588	0.0239	0.4058	0.2424	0.8608	0.3000	0.6899	0.5359	0.9096	0.2271	0.7877	0.7704	0.6762	0.3571	0.7000	0.6857	1
country.00045	78.9	156.46	0.6722	158.25	0.0304	157.00	0.5720	78.11	0.5750	155.06	0.7743	157.00	0.1481	154.22	0.6978	13.80	6.90	0.0000	5.83	5.33	0	0	30.01	207	0.0168	0.0677	0.6027	0.1280	0.3924	0.2250	0.8917	0.4851	0.2475	0.3924	0.7330	0.7696	0.7087	0.4951	0.7670	0.5194	1
country.00046	157.29	157.55	0.5216	176.75	0.0212	105.00	0.3940	157.20	0.4974	79.61	0.5824	158.50	0.1394	158.83	0.7263	14.58	7.43	0.0000	5.83	5.26	0	0	30.01	223	0.1309	0.1055	0.3930	0.2112	0.8987	0.4500	0.6772	0.5316	0.7896	0.6866	0.7266	0.7011	0.6171	0.2973	0.6892	0.7117	0
country.00047	149.81	148.96	0.5449	167.00	0.0218	75.00	0.4588	73.87	0.5914	74.34	0.5932	149.50	0.1128	150.73	0.7513	14.07	8.13	0.0000	5.73	5.03	0	0	30.01	244	0.1589	0.1074	0.2827	0.2267	0.5067	0.7105	0.6133	0.5804	0.6986	0.7365	0.5992	0.6245	0.5226	0.2222	0.7654	0.8148	0
country.00048	118.27	116.99	0.6998	187.75	0.0206	79.00	0.4377	118.11	1.0000	118.55	0.9969	119.50	0.0870	117.72	0.7360	12.75	6.80	0.0000	5.16	4.90	0	0	30.01	204	0.0847	0.0453	0.1547	0.2900	0.4068	0.2667	0.4153	0.5341	0.4688	0.5099	0.6009	0.6731	0.5320	0.1281	0.4433	0.6946	0
country.00049	114.13	114.29	0.7863	187.75	0.0320	114.00	0.5720	112.72	0.9407	113.43	1.0000	171.00	0.1525	114.29	0.6596	11.84	7.53	0.0000	6.23	5.20	0	0	30.01	226	0.0899	0.0524	0.1553	0.4430	0.0690	0.8966	0.3652	0.7500	0.2262	0.6486	0.3344	0.7384	0.5644	0.0622	0.6889	0.7289	0
country.00050	118.13	118.07	0.7962	115.50	0.0302	118.50	0.6674	117.57	1.0000	79.40	1.0000	118.50	0.1948	61.66	0.7689	13.26	6.03	0.0000	4.96	4.23	0	0	30.01	181	0.1364	0.1285	0.5653	0.1535	0.9000	0.9000	0.9580	0.5169	0.3689	0.1023	0.9524	0.8945	0.6556	0.3722	0.7278	0.4500	0
country.00051	65.05	129.74	0.5809	143.00	0.0237	130.50	0.5159	64.35	0.8280	65.44	0.5231	130.00	0.1264	85.51	0.6005	13.73	7.26	0.0000	5.63	4.80	0	0	30.01	218	0.0309	0.0806	0.2953	0.1724	0.4154	0.7576	0.7000	0.4821	0.8468	0.5009	0.5947	0.5004	0.6129	0.1982	0.7235	0.6636	1
country.00052	71.14	71.06	0.6003	187.75	0.0221	71.00	0.6239	71.61	0.5960	71.48	1.0000	71.00	0.1229	70.72	0.6672	15.32	7.66	0.0000	5.13	4.76	0	0	30.01	230	0.0571	0.0335	0.0609	0.2273	0.3056	0.3333	0.4583	0.7196	0.4493	0.7092	0.7104	0.6480	0.1747	0.0087	0.5415	0.6463	0
country.00053	180.81	180.05	0.5635	176.75	0.0492	120.50	0.3682	183.92	0.5814	89.16	0.9366	181.00	0.1864	182.44	0.7808	13.42	6.83	0.0000	6.00	5.60	0	0	30.01	205	0.0818	0.0344	0.1545	0.1487	0.4286	0.4348	0.4751	0.4539	0.5325	0.7832	0.5136	0.5781	0.7941	0.7059	0.7892	0.5343	0
country.00054	75.53	75.6	0.8324	176.75	0.0188	75.50	0.6998	74.88	0.8636	74.92	0.7057	75.50	0.1534	76.25	0.6697	12.91	7.83	0.0000	6.00	4.43	0	0	30.01	235	0.0731	0.0718	0.1083	0.0371	0.6316	0.5263	0.4737	0.4649	0.7157	0.5435	0.5457	0.4934	0.2650	0.0000	0.6624	0.6838	0
country.00055	131.94	131.93	0.8231	187.75	0.0289	88.00	0.4301	66.18	0.5530	129.54	0.5734	65.50	0.1710	132.72	0.8139	12.44	6.33	0.0000	5.23	4.83	0	0	30.01	190	0.2438	0.0213	0.2871	0.7420	0.1364	0.9091	0.3561	0.7727	0.1377	0.2042	0.6727	0.8903	0.6455	0.1905	0.4603	0.8730	0
country.00056	81.84	108.83	0.5310	111.25	0.0216	72.50	0.3751	81.01	0.7225	81.17	1.0000	122.50	0.1075	61.66	0.7067	13.56	7.90	0.0000	5.33	4.56	0	0	30.01	237	0.0318	0.0156	0.0447	0.0394	0.5636	0.4286	0.4587	0.4512	0.6675	0.3185	0.4750	0.6927	0.5000	0.0975	0.7119	0.6992	-1
country.00057	68.08	134.64	0.4032	136.50	0.0299	69.50	0.5421	69.49	0.4796	133.21	0.5383	136.00	0.1277	133.83	0.6817	14.49	7.63	0.0000	5.86	4.96	0	0	30.01	229	0.0381	0.0179	0.0456	0.0652	0.5441	0.4706	0.4741	0.4483	0.4516	0.5053	0.5549	0.5242	0.5833	0.1930	0.7851	0.6974	1
country.00058	113.47	113.59	0.7814	115.50	0.0224	112.50	0.6484	113.47	1.0000	113.14	1.0000	113.00	0.2314	69.99	0.6893	12.97	5.60	0.0000	4.86	4.26	0	0	30.01	168	0.0797	0.0867	0.4853	0.1395	0.6140	0.6552	0.8509	0.3626	0.4262	0.2798	0.9295	0.7004	0.7246	0.3713	0.8084	0.3114	0
country.00059	68.41	136.88	0.7131	125.25	0.0178	68.50	0.6071	135.39	0.4291	135.40	0.7655	137.00	0.1494	134.60	0.6317	13.35	7.66	0.0000	6.03	4.73	0	0	30.01	230	0.0200	0.0623	0.3575	0.3029	0.6087	0.1429	0.7664	0.6019	0.3186	0.3056	0.8062	0.7178	0.6638	0.2183	0.7380	0.7074	1
country.00060	70.01	70.25	0.7320	187.75	0.0224	71.00	0.5811	69.92	0.8476	0.00	0.0000	70.00	0.1533	141.09	0.6230	13.79	7.26	0.0000	5.66	4.76	0	0	30.01	218	0.0567	0.0384	0.0540	0.1498	0.3611	0.3889	0.5352	0.6226	0.4293	0.2626	0.8203	0.7641	0.2350	0.0000	0.6129	0.6682	0
country.00061	60.67	60.41	0.6759	176.75	0.0287	61.00	0.7107	60.94	0.7009	61.02	0.8665	121.50	0.1553	61.66	0.7420	14.08	8.10	0.0000	5.76	5.06	0	0	30.01	243	0.1173	0.0278	0.0438	0.0448	0.7097	0.4375	0.5082	0.4835	0.4873	0.3811	0.4824	0.5203	0.1116	0.0000	0.4504	0.5702	0
country.00062	176.21	176	0.6626	176.75	0.0493	176.50	0.5596	177.50	0.5580	88.67	0.7983	176.00	0.1977	176.39	0.7934	13.92	7.13	0.0000	6.13	6.16	0	0	30.01	214	0.1226	0.0137	0.6879	0.2386	0.5056	0.0000	0.9153	0.5208	0.1858	0.0000	0.8534	0.7795	0.8310	0.5962	0.7793	0.4601	0
country.00063	86.07	168.05	0.7551	166.99	0.0253	84.00	0.7435	83.04	0.7490	83.05	0.5116	84.00	0.2269	167.06	0.7967	15.77	6.36	0.0000	4.80	4.36	0	0	30.01	191	0.1607	0.1114	0.5954	0.2648	0.9412	0.2558	0.7456	0.4427	0.9813	0.1525	0.8098	0.9176	0.7000	0.4895	0.6789	0.6053	1
country.00064	66.21	132.25	0.5300	167.00	0.0235	132.00	0.4690	66.01	0.5482	65.96	0.6103	66.50	0.0983	132.39	0.6511	11.48	8.00	0.0000	5.73	5.03	0	0	30.01	240	0.0047	0.0619	0.2309	0.2826	0.4776	0.7941	0.6917	0.6332	0.3774	0.7309	0.7786	0.7499	0.5983	0.1423	0.7322	0.7322	1
country.00065	119.67	174.35	0.4392	176.75	0.0237	62.00	0.4224	116.92	1.0000	117.39	0.9913	60.00	0.1432	72.76	0.6323	16.00	7.60	0.0000	5.66	4.73	0	0	30.01	228	0.0377	0.0427	0.0498	0.0342	0.4091	0.5909	0.4514	0.4275	0.5146	0.5398	0.4645	0.4085	0.6828	0.3656	0.6872	0.7533	-1
country.00066	220.71	110.14	0.6779	111.27	0.0583	109.50	0.5380	112.28	1.0000	108.49	1.0000	110.00	0.2299	150.10	0.5380	14.73	5.20	0.0000	4.83	4.70	0	0	30.01	156	0.0719	0.0037	0.4188	0.0342	0.3036	0.6071	0.6667	0.2711	0.3542	0.6077	0.6600	0.4636	0.8581	0.4323	0.8839	0.3613	2
country.00067	64.04	189.03	0.2894	187.75	0.0356	67.00	0.4186	183.59	0.4055	159.16	1.0000	95.00	0.0968	64.35	0.6586	17.87	7.96	0.0000	5.76	4.90	0	0	30.01	239	0.0804	0.0388	0.1173	0.1191	0.6526	0.4375	0.5105	0.5246	0.6602	0.2639	0.4230	0.4857	0.7185	0.3655	0.7227	0.7815	-1
country.00068	83.44	165.92	0.4703	167.00	0.0334	83.50	0.5991	168.68	0.5071	111.03	0.8073	166.00	0.1235	85.75	0.7483	16.97	7.06	0.0000	5.53	5.50	0	0	30.01	212	0.0857	0.0446	0.1260	0.0938	0.4096	0.3095	0.4940	0.4418	0.6542	0.1863	0.6348	0.4769	0.7820	0.4218	0.7204	0.6445	1
country.00069	113.33	170.51	0.6765	187.75	0.0319	151.00	0.4411	172.59	0.8971	107.08	1.0000	75.50	0.1063	149.55	0.5828	18.65	8.43	0.0000	5.73	5.56	0	0	30.01	253	0.0523	0.0312	0.0708	0.0703	0.5000	0.4419	0.5146	0.5156	0.4405	0.4994	0.4540	0.5031	0.6905	0.3056	0.7579	0.7540	-1
country.00070	221.75	110.8	0.7090	111.26	0.0270	108.50	0.4491	112.08	0.9925	112.38	1.0000	109.50	0.1367	108.29	0.8088	14.17	6.33	0.0000	4.93	4.86	0	0	30.01	190	0.0635	0.0440	0.2180	0.0872	0.4821	0.3214	0.7748	0.3593	0.2838	0.1704	0.8401	0.3750	0.7989	0.2381	0.8836	0.4392	2
country.00071	72.3	144.58	0.3790	158.25	0.0207	143.50	0.3588	148.16	0.3032	142.26	0.5333	143.50	0.0844	74.31	0.5289	15.45	7.80	0.0000	5.76	5.23	0	0	30.01	234	0.0276	0.0341	0.1812	0.1253	0.5890	0.5405	0.6276	0.5115	0.7283	0.7033	0.6526	0.5691	0.5794	0.2618	0.7468	0.7039	1
country.00072	149.55	149.8	0.6545	143.00	0.0306	150.00	0.4615	150.69	0.5886	75.61	0.7568	149.50	0.1579	154.09	0.6073	15.14	7.03	0.0000	5.53	5.50	0	0	30.01	211	0.1180	0.1042	0.4908	0.1937	0.3600	0.1579	0.8000	0.5022	0.2203	0.2938	0.7990	0.7499	0.6619	0.4000	0.7714	0.5762	0
country.00073	151.21	151.57	0.6303	176.75	0.0155	101.50	0.3719	154.36	0.6836	159.61	0.6983	75.00	0.1110	76.50	0.7345	15.87	6.80	0.0000	5.16	4.86	0	0	30.01	204	0.0963	0.0522	0.3685	0.2241	0.1974	0.1842	0.6579	0.5263	0.2435	0.6801	0.8230	0.8002	0.7192	0.3350	0.5961	0.7094	0
country.00074	67.68	135.41	0.5593	143.00	0.0281	69.50	0.3933	136.55	0.6687	136.94	0.6358	137.00	0.0965	67.28	0.7347	17.61	7.40	0.0000	5.60	4.93	0	0	30.01	222	0.0471	0.0643	0.0795	0.0345	0.4118	0.5000	0.5000	0.4314	0.4918	0.3886	0.6062	0.5287	0.5475	0.2127	0.7376	0.7014	1
country.00075	96.1	96.22	0.3923	187.75	0.0509	94.50	0.2541	97.24	0.4900	188.26	0.6951	194.50	0.0890	97.14	0.7263	13.74	8.03	0.0000	7.13	6.26	0	0	30.01	241	0.0319	0.0285	0.1440	0.0255	0.7143	0.7600	0.2062	0.5103	0.5226	0.3198	0.2944	0.5847	0.6083	0.0042	0.8083	0.6125	0
country.00076	145.44	145.69	0.6073	150.25	0.0169	148.00	0.5428	146.12	0.6091	146.63	0.5026	147.50	0.1765	142.71	0.6955	15.54	6.63	0.0000	5.46	4.60	0	0	30.01	199	0.1676	0.0550	0.0030	0.1232	0.5479	0.2432	0.3630	0.4429	0.5778	0.3056	0.5755	0.6087	0.5859	0.3384	0.6515	0.7222	0
country.00077	182.04	189.62	0.3475	187.75	0.0298	90.00	0.4034	183.50	0.4951	91.11	0.7228	90.00	0.1175	92.09	0.7343	14.18	7.50	0.0000	5.33	5.50	0	0	30.01	225	0.0469	0.0105	0.0240	0.0499	0.4737	0.4583	0.4368	0.4526	0.4897	0.4897	0.3767	0.4543	0.6786	0.5000	0.6741	0.7143	-1
country.00078	68.39	168.56	0.4411	167.00	0.0588	70.00	0.5077	168.56	0.8991	69.00	0.7660	137.00	0.0968	74.42	0.6664	24.41	8.50	0.0000	5.93	5.43	0	0	30.01	255	0.0176	0.0392	0.0333	0.0517	0.5176	0.4186	0.5089	0.4901	0.4820	0.6804	0.4809	0.5327	0.7323	0.2638	0.7205	0.7638	-1
country.00079	82.39	164.38	0.4485	167.00	0.0229	164.00	0.4168	82.56	0.7228	83.51	0.8695	82.00	0.1127	75.81	0.5678	14.67	8.13	0.0000	6.03	5.40	0	0	30.01	244	0.0495	0.0140	0.0906	0.0450	0.4819	0.5714	0.5273	0.4818	0.6982	0.8334	0.5091	0.5628	0.7037	0.3045	0.7737	0.7531	1
country.00080	195.29	195.41	0.6651	193.75	0.0386	65.00	0.4670	99.08	0.5545	96.22	0.6563	98.00	0.1964	197.48	0.8371	13.59	6.36	0.0000	4.86	4.63	0	0	30.01	191	0.1466	0.0235	0.5203	0.0957	0.7653	0.1224	0.6633	0.3844	0.8513	0.2389	0.7211	0.7878	0.8684	0.7474	0.8474	0.5947	0
country.00081	180.26	179.59	0.6111	176.75	0.0410	90.00	0.6064	89.60	0.6457	89.71	0.8803	180.00	0.2043	178.37	0.7779	15.02	6.90	0.0000	5.86	5.56	0	0	30.01	207	0.0818	0.0455	0.5030	0.1415	0.1000	0.6000	0.7056	0.4519	0.1697	0.1516	0.8412	0.7329	0.7767	0.6505	0.7718	0.5485	0
country.00082	233.85	117.19	0.6497	115.50	0.0228	78.00	0.4455	118.79	0.9539	118.71	1.0000	118.50	0.0744	117.64	0.7847	14.15	6.83	0.0000	5.53	5.33	0	0	30.01	205	0.0534	0.0618	0.2833	0.0509	0.2373	0.1667	0.7712	0.4148	0.0949	0.2617	0.7887	0.3374	0.8186	0.1765	0.8676	0.4755	2
country.00083	73.01	145.88	0.6037	176.75	0.0198	126.50	0.3713	143.04	0.7814	73.39	0.6923	64.00	0.1030	130.31	0.6262	13.59	7.13	0.0000	5.33	5.00	0	0	30.01	214	0.0476	0.0483	0.4149	0.2300	0.6027	0.5946	0.7192	0.5205	0.6585	0.6003	0.7095	0.5869	0.5775	0.2817	0.6761	0.6901	1
country.00084	173.39	173.95	0.6197	176.75	0.0475	172.50	0.5211	170.08	0.5790	87.56	0.9871	173.00	0.1789	89.13	0.6885	13.89	7.03	0.0000	6.13	5.56	0	0	30.01	211	0.0465	0.0436	0.3898	0.0880	0.1477	0.5682	0.6286	0.4427	0.7249	0.6864	0.5821	0.5769	0.8286	0.5762	0.7857	0.4810	0
country.00085	72.96	145.6	0.5598	143.00	0.0251	97.50	0.4672	72.18	0.7727	72.36	0.5943	147.00	0.0796	73.61	0.6676	14.23	7.23	0.0000	6.00	5.10	0	0	30.01	217	0.0571	0.0700	0.3596	0.1170	0.1918	0.2162	0.7192	0.4795	0.3097	0.2367	0.6337	0.6721	0.6111	0.3333	0.7315	0.5833	1
country.00086	236.95	118.13	0.6195	125.25	0.0253	79.00	0.4793	117.39	1.0000	117.49	1.0000	119.50	0.1149	117.30	0.7543	15.37	6.66	0.0000	5.30	4.66	0	0	30.01	200	0.0951	0.0182	0.4611	0.0514	0.9500	0.9333	0.9496	0.3315	0.6180	0.5319	0.8453	0.2573	0.6332	0.2613	0.7688	0.6080	2
country.00087	72.36	144.93	0.5710	143.00	0.0237	73.00	0.5225	150.89	0.8891	149.58	0.7739	145.50	0.0951	90.85	0.6092	15.89	6.96	0.0000	5.56	4.86	0	0	30.01	209	0.0403	0.0214	0.3194	0.2055	0.6849	0.6216	0.6690	0.4817	0.7455	0.4886	0.6057	0.5762	0.6490	0.3173	0.7115	0.6635	1
country.00088	105.41	105.38	0.8060	111.26	0.0142	106.50	0.5058	105.61	0.9722	105.46	0.9847	106.00	0.1452	109.59	0.6256	13.82	6.50	0.0000	5.16	4.73	0	0	30.01	195	0.0957	0.0727	0.2935	0.1233	0.5849	0.4815	0.9057	0.5220	0.4225	0.2815	0.9043	0.8483	0.6186	0.1598	0.7062	0.5412	0
country.00089	73.22	146.13	0.4607	187.75	0.0349	146.00	0.5368	136.95	0.5408	144.83	0.7162	73.50	0.1247	66.25	0.6540	15.35	7.60	0.0000	5.76	4.83	0	0	30.01	228	0.0273	0.0497	0.3892	0.1926	0.1486	0.2703	0.7415	0.5318	0.5217	0.4453	0.6435	0.6049	0.6079	0.2731	0.7533	0.6564	1
country.00090	134.89	134.88	0.8158	187.75	0.0358	89.50	0.3741	132.36	0.5380	67.69	0.7855	135.00	0.1623	134.93	0.8143	16.00	6.40	0.0000	5.40	4.73	0	0	30.01	192	0.1759	0.0353	0.3097	0.6270	0.4265	0.1176	0.6370	0.7143	0.3451	0.8347	0.9438	0.8761	0.6492	0.1990	0.5654	0.7906	0
country.00091	38.44	174.62	0.5645	176.75	0.0170	115.00	0.6011	118.97	0.8688	114.62	1.0000	114.50	0.1145	76.20	0.6126	17.16	6.86	0.0000	5.23	4.76	0	0	30.01	206	0.0382	0.0395	0.1081	0.0390	0.4886	0.3409	0.4114	0.4068	0.4322	0.7131	0.5150	0.4436	0.6244	0.4390	0.6585	0.7268	-1
country.00092	164.55	163.49	0.5810	167.00	0.0467	109.50	0.4185	160.55	0.6429	169.35	0.6351	166.00	0.0874	164.48	0.8035	14.88	5.76	0.0471	5.66	5.46	0	0	30.01	173	0.0371	0.0180	0.0614	0.0502	0.3902	0.3659	0.3354	0.3659	0.5252	0.5434	0.4697	0.4974	0.9477	0.9012	0.9535	0.1047	0
country.00093	86.22	85.54	0.5535	143.00	0.0187	88.00	0.3924	86.52	0.8596	87.57	0.9933	86.00	0.0765	84.99	0.7785	15.11	7.23	0.0000	5.53	4.53	0	0	30.01	217	0.0090	0.0161	0.1112	0.1456	0.4419	0.4091	0.4535	0.5116	0.5590	0.2654	0.4928	0.5631	0.3889	0.0093	0.5880	0.7454	0
country.00094	114.02	114.01	0.6884	115.50	0.0431	114.50	0.4861	112.93	1.0000	76.26	1.0000	114.00	0.1554	85.87	0.5870	12.57	6.56	0.0000	5.20	4.90	0	0	30.01	197	0.0986	0.1275	0.4815	0.0909	0.1379	0.5862	0.9565	0.4419	0.5881	0.4118	0.7855	0.7547	0.5969	0.2449	0.7398	0.4337	0
country.00095	90.05	179.35	0.6172	176.75	0.0323	178.00	0.3952	89.45	0.6834	89.62	0.8593	89.00	0.1239	178.21	0.6444	12.75	6.63	0.0000	5.40	4.33	0	0	30.01	199	0.1828	0.0824	0.2640	0.0493	0.6889	0.7111	0.5500	0.3963	0.8372	0.4465	0.5971	0.3559	0.7222	0.5253	0.8081	0.6818	1
country.00096	115.28	115.35	0.7369	115.50	0.0200	77.00	0.4773	116.01	0.9736	115.66	1.0000	114.50	0.1327	114.38	0.7312	11.80	6.33	0.0000	4.93	4.43	0	0	30.01	190	0.0790	0.0740	0.5038	0.0868	0.3621	0.2069	0.9569	0.4713	0.5427	0.3455	0.8759	0.8126	0.6085	0.2804	0.7513	0.5238	0
country.00097	37.72	113.12	0.5722	158.25	0.0268	74.50	0.4494	113.23	0.6519	112.78	0.9767	170.00	0.0920	76.33	0.6480	13.39	7.70	0.0000	5.73	4.63	0	0	30.01	231	0.0564	0.0688	0.1874	0.2814	0.2456	0.5517	0.6053	0.6647	0.7080	0.2542	0.6489	0.5902	0.5435	0.0783	0.6870	0.6391	-1
country.00098	119.15	119.08	0.7369	120.26	0.0280	79.00	0.5134	116.91	1.0000	60.14	0.8306	119.00	0.2037	61.66	0.7151	13.38	6.26	0.0000	5.16	4.73	0	0	30.01	188	0.0394	0.0373	0.6056	0.0293	0.1167	0.1000	0.9417	0.2291	0.2496	0.2210	0.7843	0.2404	0.5508	0.3369	0.6791	0.4973	0
country.00099	146.88	147.23	0.4691	150.25	0.0490	147.00	0.5061	146.68	0.5081	98.74	0.7063	147.00	0.1934	146.67	0.5945	12.11	6.90	0.0000	5.90	5.60	0	0	30.01	207	0.0897	0.0162	0.5285	0.0697	0.6486	0.7027	0.7703	0.4434	0.3517	0.6001	0.7577	0.6070	0.6990	0.4515	0.8107	0.4709	0
disco.00000	115.05	115.28	0.7664	115.50	0.0250	114.00	0.6354	116.20	0.9678	116.30	0.9794	115.00	0.2015	113.94	0.6835	12.75	7.17	0.0000	5.48	5.64	0	0	30.12	216	0.1215	0.0510	0.1974	0.0942	0.2414	0.6552	0.8448	0.4828	0.2973	0.2173	0.9399	0.9291	0.7721	0.1535	0.9302	0.3395	0
disco.00001	233.84	116.92	0.6944	120.25	0.0201	116.50	0.3328	118.81	1.0000	118.93	1.0000	116.00	0.1075	176.35	0.6601	11.57	7.48	0.0000	5.53	5.40	0	0	30.21	226	0.1170	0.1488	0.2648	0.1047	0.4746	0.9667	0.9661	0.5763	0.6017	0.3861	0.8352	0.6318	0.6933	0.1600	0.8844	0.4489	2
disco.00002	227.45	114.44	0.6499	120.25	0.0291	67.00	0.2869	112.44	0.7265	112.48	0.9620	101.00	0.0731	114.37	0.8775	13.30	8.70	0.0000	7.20	6.93	0	0	30.01	261	0.0469	0.0870	0.1211	0.0835	0.2759	0.9655	0.9130	0.5523	0.1350	0.2339	0.7621	0.7132	0.6654	0.0538	0.8731	0.4115	2
disco.00003	126.42	126.45	0.6208	125.25	0.0227	79.50	0.2514	124.16	0.6120	124.14	0.5588	125.00	0.1026	126.24	0.8638	10.49	7.85	0.0000	6.60	4.65	0	0	30.30	238	0.1658	0.0124	0.5731	0.1732	0.8281	0.2812	0.9688	0.6094	0.3468	0.6451	0.7018	0.4877	0.4937	0.2363	0.7890	0.6329	0
disco.00004	120.94	120.76	0.7252	120.25	0.0348	121.00	0.6320	119.22	0.5527	119.23	0.6161	121.00	0.1894	119.96	0.8741	16.42	6.73	0.0000	5.23	4.43	0	0	30.01	202	0.1155	0.0807	0.4231	0.1721	0.6393	0.6452	0.9008	0.5440	0.4129	0.3515	0.9503	0.8978	0.6418	0.2338	0.6915	0.5871	0
disco.00005	108.37	108.18	0.6094	187.75	0.0260	107.00	0.2238	106.62	0.9087	106.56	0.9378	83.00	0.0445	109.28	0.7277	10.36	7.82	0.0000	5.78	5.84	0	0	30.29	237	0.0508	0.0681	0.1974	0.0143	0.3091	0.3214	0.6364	0.4695	0.2147	0.1663	0.7249	0.6202	0.6356	0.0932	0.8093	0.6441	0
disco.00006	123.83	123.36	0.5829	120.25	0.0307	122.00	0.2358	121.59	0.5828	121.64	0.6220	123.00	0.0784	123.15	0.8354	11.33	7.03	0.0000	5.00	5.10	0	0	30.01	211	0.0468	0.0467	0.2210	0.0186	0.5161	0.4194	0.4677	0.3871	0.4534	0.6770	0.6930	0.5629	0.7810	0.2429	0.8857	0.4905	0
disco.00007	129.31	129.29	0.7089	130.54	0.0669	129.50	0.6829	126.62	0.5529	126.85	0.6097	129.50	0.2434	129.12	0.9005	14.72	5.23	0.1137	4.70	4.50	0	0	30.01	157	0.0406	0.0446	0.8235	0.0693	0.1077	0.0606	0.9923	0.3795	0.2194	0.2709	0.8330	0.7794	0.8462	0.7115	0.9295	0.2244	0
disco.00008	121.49	121.58	0.6969	130.50	0.0195	119.50	0.4570	123.86	0.6130	123.85	0.6407	60.50	0.1125	119.97	0.8237	12.31	6.76	0.0000	5.04	5.14	0	0	30.16	204	0.1140	0.0454	0.3642	0.2134	0.3710	0.3871	0.7642	0.5489	0.2832	0.4569	0.8257	0.7634	0.6650	0.2365	0.7389	0.5961	0
disco.00009	129.1	129.17	0.6654	130.51	0.0481	64.50	0.6127	64.60	0.5021	132.12	0.6400	129.00	0.1793	129.57	0.7487	16.47	6.00	0.0000	4.96	4.56	0	0	30.01	180	0.0862	0.0684	0.6132	0.0906	0.9846	0.3333	0.9846	0.3814	0.3002	0.2218	0.8236	0.6930	0.8045	0.4916	0.9330	0.3073	0
